Data Hora;Nivel_Sensor(cm);Nivel_Display(cm);Chuva(mm);Chuva_Acum_Datalogger(mm);Temp_H2O;Press_Atm(mb);Temp_Int(C);Bateria(V);OffSet(cm)
05/10/2023 23:30:00;   160;;;//////; 27.9; 984.8; 27.2;12.8;   122
05/10/2023 23:45:00;   160;;;//////; 27.9; 984.8; 27.2;12.8;   122
06/10/2023 00:00:00;   160;;;//////; 27.9; 984.8; 27.2;12.8;   122
06/10/2023 00:15:00;   160;;;//////; 27.9; 984.8; 27.2;12.8;   122
06/10/2023 00:30:00;   160;;;//////; 27.8; 984.6; 26.5;12.8;   122
06/10/2023 00:45:00;   160;;;//////; 27.8; 984.6; 26.5;12.8;   122
06/10/2023 01:00:00;   160;;;//////; 27.8; 984.6; 26.5;12.8;   122
06/10/2023 01:15:00;   160;;;//////; 27.8; 984.6; 26.5;12.8;   122
06/10/2023 01:30:00;   160;;;//////; 27.6; 984.0; 25.8;12.7;   122
06/10/2023 01:45:00;   160;;;//////; 27.6; 984.0; 25.8;12.7;   122
06/10/2023 02:00:00;   160;;;//////; 27.6; 984.0; 25.8;12.7;   122
06/10/2023 02:15:00;   160;;;//////; 27.6; 984.0; 25.8;12.7;   122
06/10/2023 02:30:00;   160;;;//////; 27.5; 984.0; 25.4;12.7;   122
06/10/2023 02:45:00;   160;;;//////; 27.5; 984.0; 25.4;12.7;   122
06/10/2023 03:00:00;   160;;;//////; 27.5; 984.0; 25.4;12.7;   122
06/10/2023 03:15:00;   160;;;//////; 27.5; 984.0; 25.4;12.7;   122
06/10/2023 03:30:00;   160;;;//////; 27.3; 984.9; 25.3;12.7;   122
06/10/2023 03:45:00;   160;;;//////; 27.3; 984.9; 25.3;12.7;   122
06/10/2023 04:00:00;   160;;;//////; 27.3; 984.9; 25.3;12.7;   122
06/10/2023 04:15:00;   160;;;//////; 27.3; 984.9; 25.3;12.7;   122
06/10/2023 04:30:00;   160;;;//////; 27.2; 985.5; 25.2;12.7;   122
06/10/2023 04:45:00;   160;;;//////; 27.2; 985.5; 25.2;12.7;   122
06/10/2023 05:00:00;   160;;;//////; 27.2; 985.5; 25.2;12.7;   122
06/10/2023 05:15:00;   160;;;//////; 27.2; 985.5; 25.2;12.7;   122
06/10/2023 05:30:00;   160;;;//////; 27.0; 986.2; 25.2;12.7;   122
06/10/2023 05:45:00;   160;;;//////; 27.0; 986.2; 25.2;12.7;   122
06/10/2023 06:00:00;   160;;;//////; 27.0; 986.2; 25.2;12.7;   122
06/10/2023 06:15:00;   160;;;//////; 27.0; 986.2; 25.2;12.7;   122
06/10/2023 06:30:00;   160;;;//////; 26.9; 987.2; 26.3;13.2;   122
06/10/2023 06:45:00;   160;;;//////; 26.9; 987.2; 26.3;13.2;   122
06/10/2023 07:00:00;   160;;;//////; 26.9; 987.2; 26.3;13.2;   122
06/10/2023 07:15:00;   160;;;//////; 26.9; 987.2; 26.3;13.2;   122
06/10/2023 07:30:00;   160;;;//////; 26.9; 987.5; 28.8;13.9;   122
06/10/2023 07:45:00;   160;;;//////; 26.9; 987.5; 28.8;13.9;   122
06/10/2023 08:00:00;   160;;;//////; 26.9; 987.5; 28.8;13.9;   122
06/10/2023 08:15:00;   160;;;//////; 26.9; 987.5; 28.8;13.9;   122
06/10/2023 08:30:00;   160;;;//////; 26.9; 987.5; 29.9;14.0;   122
06/10/2023 08:45:00;   160;;;//////; 26.9; 987.5; 29.9;14.0;   122
06/10/2023 09:00:00;   160;;;//////; 26.9; 987.5; 29.9;14.0;   122
06/10/2023 09:15:00;   160;;;//////; 26.9; 987.5; 29.9;14.0;   122
06/10/2023 09:30:00;   160;;;//////; 26.9; 987.5; 30.5;14.0;   122
06/10/2023 09:45:00;   160;;;//////; 26.9; 987.5; 30.5;14.0;   122
06/10/2023 10:00:00;   160;;;//////; 26.9; 987.5; 30.5;14.0;   122
06/10/2023 10:15:00;   160;;;//////; 26.9; 987.5; 30.5;14.0;   122
