Data Hora;Nivel_Sensor(cm);Nivel_Display(cm);Chuva(mm);Chuva_Acum_Datalogger(mm);Temp_H2O;Press_Atm(mb);Temp_Int(C);Bateria(V);OffSet(cm)
05/10/2023 23:30:00;   159;;;  30.8; 27.2; 955.3; 24.1;12.9;    57
05/10/2023 23:45:00;   159;;;  30.8; 27.2; 955.3; 24.1;12.9;    57
06/10/2023 00:00:00;   159;;;  30.8; 27.2; 955.3; 24.1;12.9;    57
06/10/2023 00:15:00;   159;;;  30.8; 27.2; 955.3; 24.1;12.9;    57
06/10/2023 00:30:00;   159;;;  30.8; 27.2; 955.0; 23.9;12.9;    57
06/10/2023 00:45:00;   159;;;  30.8; 27.2; 955.0; 23.9;12.9;    57
06/10/2023 01:00:00;   159;;;  30.8; 27.2; 955.0; 23.9;12.9;    57
06/10/2023 01:15:00;   159;;;  30.8; 27.2; 955.0; 23.9;12.9;    57
06/10/2023 01:30:00;   159;;;  30.8; 27.1; 954.9; 23.7;12.8;    57
06/10/2023 01:45:00;   159;;;  30.8; 27.1; 954.9; 23.7;12.8;    57
06/10/2023 02:00:00;   159;;;  30.8; 27.1; 954.9; 23.7;12.8;    57
06/10/2023 02:15:00;   159;;;  30.8; 27.1; 954.9; 23.7;12.8;    57
06/10/2023 02:30:00;   159;;;  30.8; 27.1; 954.8; 23.6;12.8;    57
06/10/2023 02:45:00;   159;;;  30.8; 27.1; 954.8; 23.6;12.8;    57
06/10/2023 03:00:00;   159;;;  30.8; 27.1; 954.8; 23.6;12.8;    57
06/10/2023 03:15:00;   159;;;  30.8; 27.1; 954.8; 23.6;12.8;    57
06/10/2023 03:30:00;   159;;;  30.8; 27.0; 954.7; 23.6;12.8;    57
06/10/2023 03:45:00;   159;;;  30.8; 27.0; 954.7; 23.6;12.8;    57
06/10/2023 04:00:00;   159;;;  30.8; 27.0; 954.7; 23.6;12.8;    57
06/10/2023 04:15:00;   159;;;  30.8; 27.0; 954.7; 23.6;12.8;    57
06/10/2023 04:30:00;   159;;;  30.8; 26.9; 955.2; 23.4;12.8;    57
06/10/2023 04:45:00;   159;;;  30.8; 26.9; 955.2; 23.4;12.8;    57
06/10/2023 05:00:00;   159;;;  30.8; 26.9; 955.2; 23.4;12.8;    57
06/10/2023 05:15:00;   159;;;  30.8; 26.9; 955.2; 23.4;12.8;    57
06/10/2023 05:30:00;   159;;;  30.8; 26.9; 956.0; 23.3;12.8;    57
06/10/2023 05:45:00;   159;;;  30.8; 26.9; 956.0; 23.3;12.8;    57
06/10/2023 06:00:00;   159;;;  30.8; 26.9; 956.0; 23.3;12.8;    57
06/10/2023 06:15:00;   159;;;  30.8; 26.9; 956.0; 23.3;12.8;    57
06/10/2023 06:30:00;   159;;;  30.8; 26.8; 957.0; 23.7;13.3;    57
06/10/2023 06:45:00;   159;;;  30.8; 26.8; 957.0; 23.7;13.3;    57
06/10/2023 07:00:00;   159;;;  30.8; 26.8; 957.0; 23.7;13.3;    57
06/10/2023 07:15:00;   159;;;  30.8; 26.8; 957.0; 23.7;13.3;    57
06/10/2023 07:30:00;   159;;;  30.8; 27.0; 957.9; 25.9;14.0;    57
06/10/2023 07:45:00;   159;;;  30.8; 27.0; 957.9; 25.9;14.0;    57
06/10/2023 08:00:00;   159;;;  30.8; 27.0; 957.9; 25.9;14.0;    57
06/10/2023 08:15:00;   159;;;  30.8; 27.0; 957.9; 25.9;14.0;    57
06/10/2023 08:30:00;   159;;;  30.8; 27.3; 957.9; 28.6;14.0;    57
06/10/2023 08:45:00;   159;;;  30.8; 27.3; 957.9; 28.6;14.0;    57
06/10/2023 09:00:00;   160;;;  30.8; 27.3; 957.9; 28.6;14.0;    57
06/10/2023 09:15:00;   159;;;  30.8; 27.3; 957.9; 28.6;14.0;    57
06/10/2023 09:30:00;   159;;;  30.8; 27.5; 957.6; 30.9;13.5;    57
06/10/2023 09:45:00;   159;;;  30.8; 27.5; 957.6; 30.9;13.5;    57
06/10/2023 10:00:00;   159;;;  30.8; 27.5; 957.6; 30.9;13.5;    57
06/10/2023 10:15:00;   159;;;  30.8; 27.5; 957.6; 30.9;13.5;    57
06/10/2023 10:30:00;   159;;;  30.8; 27.7; 957.3; 32.9;13.5;    57
06/10/2023 10:45:00;   159;;;  30.8; 27.7; 957.3; 32.9;13.5;    57
06/10/2023 11:00:00;   159;;;  30.8; 27.7; 957.3; 32.9;13.5;    57
06/10/2023 11:15:00;   159;;;  30.8; 27.7; 957.3; 32.9;13.5;    57
06/10/2023 11:30:00;   159;;;  30.8; 27.7; 956.7; 33.5;13.4;    57
06/10/2023 11:45:00;   159;;;  30.8; 27.7; 956.7; 33.5;13.4;    57
06/10/2023 12:00:00;   159;;;  30.8; 27.7; 956.7; 33.5;13.4;    57
06/10/2023 12:15:00;   159;;;  30.8; 27.7; 956.7; 33.5;13.4;    57
06/10/2023 12:30:00;   159;;;  30.8; 27.9; 955.4; 34.4;13.4;    57
06/10/2023 12:45:00;   159;;;  30.8; 27.9; 955.4; 34.4;13.4;    57
06/10/2023 13:00:00;   159;;;  30.8; 27.9; 955.4; 34.4;13.4;    57
06/10/2023 13:15:00;   159;;;  30.8; 27.9; 955.4; 34.4;13.4;    57
06/10/2023 13:30:00;   159;;;  30.8; 28.2; 954.4; 35.5;13.4;    57
06/10/2023 13:45:00;   159;;;  30.8; 28.2; 954.4; 35.5;13.4;    57
06/10/2023 14:00:00;   159;;;  30.8; 28.2; 954.4; 35.5;13.4;    57
06/10/2023 14:15:00;   159;;;  30.8; 28.2; 954.4; 35.5;13.4;    57
06/10/2023 14:30:00;   159;;;  30.8; 28.4; 953.6; 36.7;13.3;    57
06/10/2023 14:45:00;   159;;;  30.8; 28.4; 953.6; 36.7;13.3;    57
06/10/2023 15:00:00;   159;;;  30.8; 28.4; 953.6; 36.7;13.3;    57
06/10/2023 15:15:00;   159;;;  30.8; 28.4; 953.6; 36.7;13.3;    57
06/10/2023 15:30:00;   159;;;  30.8; 28.3; 953.1; 35.5;13.3;    57
06/10/2023 15:45:00;   159;;;  30.8; 28.3; 953.1; 35.5;13.3;    57
06/10/2023 16:00:00;   159;;;  30.8; 28.3; 953.1; 35.5;13.3;    57
06/10/2023 16:15:00;   159;;;  30.8; 28.3; 953.1; 35.5;13.3;    57
06/10/2023 16:30:00;   159;161;;  30.8; 28.2; 953.7; 35.6;13.3;    57
06/10/2023 16:45:00;   159;161;;  30.8; 28.2; 953.7; 35.6;13.3;    57
06/10/2023 17:00:00;   159;161;;  30.8; 28.2; 953.7; 35.6;13.3;    57
06/10/2023 17:15:00;   159;161;;  30.8; 28.2; 953.7; 35.6;13.3;    57
06/10/2023 17:30:00;   159;;;  30.8; 28.1; 954.7; 33.6;13.2;    57
06/10/2023 17:45:00;   159;;;  30.8; 28.1; 954.7; 33.6;13.2;    57
06/10/2023 18:00:00;   159;;;  30.8; 28.1; 954.7; 33.6;13.2;    57
06/10/2023 18:15:00;   159;;;  30.8; 28.1; 954.7; 33.6;13.2;    57
06/10/2023 18:30:00;   159;;;  30.8; 28.1; 955.5; 31.5;13.1;    57
06/10/2023 18:45:00;   159;;;  30.8; 28.1; 955.5; 31.5;13.1;    57
06/10/2023 19:00:00;   159;;;  30.8; 28.1; 955.5; 31.5;13.1;    57
06/10/2023 19:15:00;   159;;;  30.8; 28.1; 955.5; 31.5;13.1;    57
06/10/2023 20:30:00;   159;;;  30.8; 27.8; 956.6; 28.8;13.0;    57
06/10/2023 20:45:00;   159;;;  30.8; 27.8; 956.6; 28.8;13.0;    57
06/10/2023 21:00:00;   159;;;  30.8; 27.8; 956.6; 28.8;13.0;    57
06/10/2023 21:15:00;   159;;;  30.8; 27.8; 956.6; 28.8;13.0;    57
06/10/2023 21:30:00;   159;;;  30.8; 27.7; 957.3; 28.1;13.0;    57
06/10/2023 21:45:00;   159;;;  30.8; 27.7; 957.3; 28.1;13.0;    57
06/10/2023 22:00:00;   159;;;  30.8; 27.7; 957.3; 28.1;13.0;    57
06/10/2023 22:15:00;   159;;;  30.8; 27.7; 957.3; 28.1;13.0;    57
06/10/2023 22:30:00;   159;;;  30.8; 27.6; 957.6; 27.8;13.0;    57
06/10/2023 22:45:00;   159;;;  30.8; 27.6; 957.6; 27.8;13.0;    57
06/10/2023 23:00:00;   159;;;  30.8; 27.6; 957.6; 27.8;13.0;    57
06/10/2023 23:15:00;   159;;;  30.8; 27.6; 957.6; 27.8;13.0;    57
06/10/2023 23:30:00;   159;;;  30.8; 27.5; 957.2; 27.1;12.9;    57
06/10/2023 23:45:00;   159;;;  30.8; 27.5; 957.2; 27.1;12.9;    57
07/10/2023 00:00:00;   159;;;  30.8; 27.5; 957.2; 27.1;12.9;    57
07/10/2023 00:15:00;   159;;;  30.8; 27.5; 957.2; 27.1;12.9;    57
07/10/2023 00:30:00;   159;;;  30.8; 27.4; 956.7; 26.2;12.9;    57
