Data Hora;Nivel_Sensor(cm);Nivel_Display(cm);Chuva(mm);Chuva_Acum_Datalogger(mm);Temp_H2O;Press_Atm(mb);Temp_Int(C);Bateria(V);OffSet(cm)
04/11/2023 07:00:00;   220;   219;;2982.2; 23.8; 981.7; 22.9;13.2;   117
04/11/2023 06:45:00;   220;   219;;2982.2; 23.8; 981.7; 22.9;13.2;   117
04/11/2023 06:30:00;   220;   219;;2982.2; 23.8; 981.7; 22.9;13.2;   117
04/11/2023 06:15:00;   220;   219;;2982.2; 23.8; 981.7; 22.9;13.2;   117
04/11/2023 06:00:00;   221;-99999;;2982.2; 23.9; 981.5; 22.6;12.8;   117
04/11/2023 05:45:00;   220;-99999;;2982.2; 23.9; 981.5; 22.6;12.8;   117
04/11/2023 05:30:00;   221;-99999;;2982.2; 23.9; 981.5; 22.6;12.8;   117
04/11/2023 05:15:00;   220;-99999;;2982.2; 23.9; 981.5; 22.6;12.8;   117
04/11/2023 05:00:00;   221;-99999;;2982.2; 23.9; 980.6; 22.6;12.8;   117
04/11/2023 04:45:00;   221;-99999;;2982.2; 23.9; 980.6; 22.6;12.8;   117
04/11/2023 04:30:00;   220;-99999;;2982.2; 23.9; 980.6; 22.6;12.8;   117
04/11/2023 04:15:00;   221;-99999;;2982.2; 23.9; 980.6; 22.6;12.8;   117
04/11/2023 04:00:00;   220;-99999;;2982.2; 24.0; 979.8; 22.7;12.8;   117
04/11/2023 03:45:00;   221;-99999;;2982.0; 24.0; 979.8; 22.7;12.8;   117
04/11/2023 03:30:00;   220;-99999;;2982.0; 24.0; 979.8; 22.7;12.8;   117
04/11/2023 03:15:00;   221;-99999;;2981.4; 24.0; 979.8; 22.7;12.8;   117
04/11/2023 03:00:00;   220;-99999;;2981.2; 24.1; 979.4; 23.0;12.9;   117
04/11/2023 02:45:00;   220;-99999;;2981.2; 24.1; 979.4; 23.0;12.9;   117
04/11/2023 02:30:00;   220;-99999;;2981.0; 24.1; 979.4; 23.0;12.9;   117
04/11/2023 02:15:00;   220;-99999;;2981.0; 24.1; 979.4; 23.0;12.9;   117
04/11/2023 02:00:00;   220;-99999;;2981.0; 24.2; 980.0; 23.3;12.9;   117
04/11/2023 01:45:00;   221;-99999;;2981.0; 24.2; 980.0; 23.3;12.9;   117
04/11/2023 01:30:00;   221;-99999;;2981.0; 24.2; 980.0; 23.3;12.9;   117
04/11/2023 01:15:00;   221;-99999;;2980.8; 24.2; 980.0; 23.3;12.9;   117
04/11/2023 01:00:00;   221;-99999;;2980.2; 24.2; 980.6; 24.2;12.9;   117
04/11/2023 00:45:00;   221;-99999;;2979.4; 24.2; 980.6; 24.2;12.9;   117
04/11/2023 00:30:00;   221;-99999;;2975.4; 24.2; 980.6; 24.2;12.9;   117
04/11/2023 00:15:00;   221;-99999;;2973.4; 24.2; 980.6; 24.2;12.9;   117
04/11/2023 00:00:00;   221;-99999;;2973.4; 24.3; 980.2; 25.2;12.9;   117
03/11/2023 23:45:00;   222;-99999;;2973.4; 24.3; 980.2; 25.2;12.9;   117
03/11/2023 23:30:00;   222;-99999;;2973.4; 24.3; 980.2; 25.2;12.9;   117
03/11/2023 23:15:00;   222;-99999;;2973.4; 24.3; 980.2; 25.2;12.9;   117
02/11/2023 23:00:00;   239;-99999;;2973.4; 23.5; 985.4; 23.1;12.9;   117
02/11/2023 22:45:00;   239;-99999;;2973.4; 23.5; 985.4; 23.1;12.9;   117
02/11/2023 22:30:00;   240;-99999;;2973.4; 23.5; 985.4; 23.1;12.9;   117
02/11/2023 22:15:00;   240;-99999;;2973.4; 23.5; 985.4; 23.1;12.9;   117
02/11/2023 22:00:00;   241;-99999;;2973.4; 23.5; 985.5; 23.4;12.9;   117
02/11/2023 21:45:00;   241;-99999;;2973.4; 23.5; 985.5; 23.4;12.9;   117
02/11/2023 21:30:00;   242;-99999;;2973.4; 23.5; 985.5; 23.4;12.9;   117
02/11/2023 21:15:00;   242;-99999;;2973.4; 23.5; 985.5; 23.4;12.9;   117
03/11/2023 20:00:00;   226;-99999;;2973.4; 24.3; 979.8; 26.8;13.0;   117
03/11/2023 19:45:00;   227;-99999;;2973.4; 24.3; 979.8; 26.8;13.0;   117
