Data Hora;Nivel_Sensor(cm);Nivel_Display(cm);Chuva(mm);Chuva_Acum_Datalogger(mm);Temp_H2O;Press_Atm(mb);Temp_Int(C);Bateria(V);OffSet(cm)
02/11/2023 18:15:00;   219;   220;;  70.4; 33.2;1012.1; 35.2;13.4;   118
02/11/2023 18:00:00;   218;   220;;  70.4; 33.2;1012.1; 35.2;13.4;   118
02/11/2023 17:45:00;   218;   220;;  70.4; 33.2;1012.1; 35.2;13.4;   118
02/11/2023 17:30:00;   218;   220;;  70.4; 33.2;1012.1; 35.2;13.4;   118
02/11/2023 17:15:00;   218;-99999;;  70.4; 33.6;1012.2; 36.7;13.6;   118
02/11/2023 17:00:00;   218;-99999;;  70.4; 33.6;1012.2; 36.7;13.6;   118
02/11/2023 16:45:00;   218;-99999;;  70.4; 33.6;1012.2; 36.7;13.6;   118
02/11/2023 16:30:00;   218;-99999;;  70.4; 33.6;1012.2; 36.7;13.6;   118
02/11/2023 16:15:00;   218;-99999;;  70.4; 33.9;1012.0; 38.0;13.5;   118
02/11/2023 16:00:00;   217;-99999;;  70.4; 33.9;1012.0; 38.0;13.5;   118
02/11/2023 15:45:00;   217;-99999;;  70.4; 33.9;1012.0; 38.0;13.5;   118
02/11/2023 15:30:00;   217;-99999;;  70.4; 33.9;1012.0; 38.0;13.5;   118
02/11/2023 15:15:00;   217;-99999;;  70.4; 34.0;1012.4; 38.9;13.5;   118
02/11/2023 15:00:00;   217;-99999;;  70.4; 34.0;1012.4; 38.9;13.5;   118
02/11/2023 14:45:00;   217;-99999;;  70.4; 34.0;1012.4; 38.9;13.5;   118
02/11/2023 14:30:00;   217;-99999;;  70.4; 34.0;1012.4; 38.9;13.5;   118
02/11/2023 14:15:00;   216;-99999;;  70.4; 33.8;1013.2; 38.8;13.7;   118
02/11/2023 14:00:00;   216;-99999;;  70.4; 33.8;1013.2; 38.8;13.7;   118
02/11/2023 13:45:00;   216;-99999;;  70.4; 33.8;1013.2; 38.8;13.7;   118
02/11/2023 13:30:00;   216;-99999;;  70.4; 33.8;1013.2; 38.8;13.7;   118
02/11/2023 13:15:00;   216;-99999;;  70.4; 33.5;1014.2; 38.1;13.8;   118
02/11/2023 13:00:00;   215;-99999;;  70.4; 33.5;1014.2; 38.1;13.8;   118
02/11/2023 12:45:00;   215;-99999;;  70.4; 33.5;1014.2; 38.1;13.8;   118
02/11/2023 12:30:00;   215;-99999;;  70.4; 33.5;1014.2; 38.1;13.8;   118
02/11/2023 12:15:00;   215;-99999;;  70.4; 33.0;1015.2; 36.8;13.9;   118
02/11/2023 12:00:00;   215;-99999;;  70.4; 33.0;1015.2; 36.8;13.9;   118
02/11/2023 11:45:00;   214;-99999;;  70.4; 33.0;1015.2; 36.8;13.9;   118
02/11/2023 11:30:00;   214;-99999;;  70.4; 33.0;1015.2; 36.8;13.9;   118
02/11/2023 11:15:00;   214;-99999;;  70.4; 32.4;1016.0; 35.0;14.0;   118
02/11/2023 11:00:00;   214;-99999;;  70.4; 32.4;1016.0; 35.0;14.0;   118
02/11/2023 10:45:00;   213;-99999;;  70.4; 32.4;1016.0; 35.0;14.0;   118
02/11/2023 10:30:00;   213;-99999;;  70.4; 32.4;1016.0; 35.0;14.0;   118
02/11/2023 10:15:00;   213;-99999;;  70.4; 32.0;1016.4; 33.4;14.0;   118
02/11/2023 10:00:00;   213;-99999;;  70.4; 32.0;1016.4; 33.4;14.0;   118
02/11/2023 09:45:00;   212;-99999;;  70.4; 32.0;1016.4; 33.4;14.0;   118
02/11/2023 09:30:00;   212;-99999;;  70.4; 32.0;1016.4; 33.4;14.0;   118
02/11/2023 09:15:00;   212;-99999;;  70.4; 31.7;1016.1; 30.6;14.1;   118
02/11/2023 09:00:00;   211;-99999;;  70.4; 31.7;1016.1; 30.6;14.1;   118
02/11/2023 08:45:00;   211;-99999;;  70.4; 31.7;1016.1; 30.6;14.1;   118
02/11/2023 08:30:00;   211;-99999;;  70.4; 31.7;1016.1; 30.6;14.1;   118
02/11/2023 08:15:00;   211;   210;;  70.4; 31.4;1016.0; 28.7;14.0;   118
02/11/2023 08:00:00;   210;   210;;  70.4; 31.4;1016.0; 28.7;14.0;   118
02/11/2023 07:45:00;   210;   210;;  70.4; 31.4;1016.0; 28.7;14.0;   118
02/11/2023 07:30:00;   210;   210;;  70.4; 31.4;1016.0; 28.7;14.0;   118
02/11/2023 07:15:00;   209;-99999;;  70.4; 31.3;1015.3; 27.2;13.2;   118
02/11/2023 07:00:00;   209;-99999;;  70.4; 31.3;1015.3; 27.2;13.2;   118
02/11/2023 06:45:00;   209;-99999;;  70.4; 31.3;1015.3; 27.2;13.2;   118
02/11/2023 06:30:00;   209;-99999;;  70.4; 31.3;1015.3; 27.2;13.2;   118
02/11/2023 06:15:00;   208;-99999;;  70.4; 31.2;1014.5; 26.5;12.9;   118
02/11/2023 06:00:00;   208;-99999;;  70.4; 31.2;1014.5; 26.5;12.9;   118
02/11/2023 05:45:00;   208;-99999;;  70.4; 31.2;1014.5; 26.5;12.9;   118
02/11/2023 05:30:00;   207;-99999;;  70.4; 31.2;1014.5; 26.5;12.9;   118
02/11/2023 05:15:00;   207;-99999;;  70.4; 31.3;1014.3; 26.0;12.9;   118
02/11/2023 05:00:00;   207;-99999;;  70.4; 31.3;1014.3; 26.0;12.9;   118
02/11/2023 04:45:00;   207;-99999;;  70.4; 31.3;1014.3; 26.0;12.9;   118
02/11/2023 04:30:00;   206;-99999;;  70.4; 31.3;1014.3; 26.0;12.9;   118
02/11/2023 04:15:00;   206;-99999;;  70.4; 31.3;1013.5; 26.3;13.0;   118
02/11/2023 04:00:00;   206;-99999;;  70.4; 31.3;1013.5; 26.3;13.0;   118
02/11/2023 03:45:00;   206;-99999;;  70.4; 31.3;1013.5; 26.3;13.0;   118
02/11/2023 03:30:00;   205;-99999;;  70.4; 31.3;1013.5; 26.3;13.0;   118
02/11/2023 03:15:00;   205;-99999;;  70.4; 31.4;1013.5; 26.8;13.0;   118
02/11/2023 03:00:00;   205;-99999;;  70.4; 31.4;1013.5; 26.8;13.0;   118
02/11/2023 02:45:00;   204;-99999;;  70.4; 31.4;1013.5; 26.8;13.0;   118
02/11/2023 02:30:00;   204;-99999;;  70.4; 31.4;1013.5; 26.8;13.0;   118
02/11/2023 02:15:00;   204;-99999;;  70.4; 31.4;1013.4; 27.0;13.0;   118
02/11/2023 02:00:00;   204;-99999;;  70.4; 31.4;1013.4; 27.0;13.0;   118
02/11/2023 01:45:00;   203;-99999;;  70.4; 31.4;1013.4; 27.0;13.0;   118
02/11/2023 01:30:00;   203;-99999;;  70.4; 31.4;1013.4; 27.0;13.0;   118
02/11/2023 01:15:00;   203;-99999;;  70.4; 31.4;1013.9; 27.2;13.0;   118
02/11/2023 01:00:00;   203;-99999;;  70.4; 31.4;1013.9; 27.2;13.0;   118
02/11/2023 00:45:00;   203;-99999;;  70.4; 31.4;1013.9; 27.2;13.0;   118
02/11/2023 00:30:00;   202;-99999;;  70.4; 31.4;1013.9; 27.2;13.0;   118
02/11/2023 00:15:00;   202;-99999;;  70.4; 31.5;1014.3; 27.7;13.0;   118
02/11/2023 00:00:00;   202;-99999;;  70.4; 31.5;1014.3; 27.7;13.0;   118
01/11/2023 23:45:00;   202;-99999;;  70.4; 31.5;1014.3; 27.7;13.0;   118
01/11/2023 23:30:00;   202;-99999;;  70.4; 31.5;1014.3; 27.7;13.0;   118
31/10/2023 23:15:00;   197;-99999;;  70.4; 31.6;1014.0; 29.0;13.1;   118
31/10/2023 23:00:00;   197;-99999;;  70.4; 31.6;1014.0; 29.0;13.1;   118
31/10/2023 22:45:00;   197;-99999;;  70.4; 31.6;1014.0; 29.0;13.1;   118
31/10/2023 22:30:00;   197;-99999;;  70.4; 31.6;1014.0; 29.0;13.1;   118
31/10/2023 22:15:00;   197;-99999;;  70.4; 31.8;1014.0; 29.8;13.1;   118
31/10/2023 22:00:00;   197;-99999;;  70.4; 31.8;1014.0; 29.8;13.1;   118
31/10/2023 21:45:00;   197;-99999;;  70.4; 31.8;1014.0; 29.8;13.1;   118
31/10/2023 21:30:00;   197;-99999;;  70.4; 31.8;1014.0; 29.8;13.1;   118
01/11/2023 20:15:00;   199;-99999;;  70.4; 32.5;1013.5; 30.8;13.1;   118
01/11/2023 20:00:00;   199;-99999;;  70.4; 32.5;1013.5; 30.8;13.1;   118
01/11/2023 19:45:00;   199;-99999;;  70.4; 32.5;1013.5; 30.8;13.1;   118
01/11/2023 19:30:00;   198;-99999;;  70.4; 32.5;1013.5; 30.8;13.1;   118
01/11/2023 19:15:00;   198;-99999;;  70.4; 32.9;1013.2; 32.8;13.1;   118
01/11/2023 19:00:00;   198;-99999;;  70.4; 32.9;1013.2; 32.8;13.1;   118
01/11/2023 18:45:00;   198;-99999;;  70.4; 32.9;1013.2; 32.8;13.1;   118
01/11/2023 18:30:00;   198;-99999;;  70.4; 32.9;1013.2; 32.8;13.1;   118
01/11/2023 18:15:00;   198;   198;;  70.4; 33.3;1012.7; 34.4;13.4;   118
01/11/2023 18:00:00;   197;   198;;  70.4; 33.3;1012.7; 34.4;13.4;   118
01/11/2023 17:45:00;   197;   198;;  70.4; 33.3;1012.7; 34.4;13.4;   118
01/11/2023 17:30:00;   197;   198;;  70.4; 33.3;1012.7; 34.4;13.4;   118
01/11/2023 17:15:00;   197;-99999;;  70.4; 33.7;1012.7; 36.1;13.6;   118
01/11/2023 17:00:00;   197;-99999;;  70.4; 33.7;1012.7; 36.1;13.6;   118
01/11/2023 16:45:00;   197;-99999;;  70.4; 33.7;1012.7; 36.1;13.6;   118
01/11/2023 16:30:00;   197;-99999;;  70.4; 33.7;1012.7; 36.1;13.6;   118
01/11/2023 16:15:00;   196;-99999;;  70.4; 33.8;1012.6; 36.9;13.6;   118
01/11/2023 16:00:00;   196;-99999;;  70.4; 33.8;1012.6; 36.9;13.6;   118
01/11/2023 15:45:00;   196;-99999;;  70.4; 33.8;1012.6; 36.9;13.6;   118
01/11/2023 15:30:00;   196;-99999;;  70.4; 33.8;1012.6; 36.9;13.6;   118
01/11/2023 15:15:00;   196;-99999;;  70.4; 33.7;1012.8; 37.3;13.6;   118
01/11/2023 15:00:00;   196;-99999;;  70.4; 33.7;1012.8; 37.3;13.6;   118
01/11/2023 14:45:00;   196;-99999;;  70.4; 33.7;1012.8; 37.3;13.6;   118
01/11/2023 14:30:00;   196;-99999;;  70.4; 33.7;1012.8; 37.3;13.6;   118
01/11/2023 14:15:00;   196;-99999;;  70.4; 33.3;1013.4; 36.8;13.8;   118
01/11/2023 14:00:00;   196;-99999;;  70.4; 33.3;1013.4; 36.8;13.8;   118
01/11/2023 13:45:00;   196;-99999;;  70.4; 33.3;1013.4; 36.8;13.8;   118
01/11/2023 13:30:00;   196;-99999;;  70.4; 33.3;1013.4; 36.8;13.8;   118
31/10/2023 07:15:00;   206;-99999;;  70.4; 30.7;1016.1; 26.6;13.2;   118
31/10/2023 07:00:00;   206;-99999;;  70.4; 30.7;1016.1; 26.6;13.2;   118
31/10/2023 06:45:00;   206;-99999;;  70.4; 30.7;1016.1; 26.6;13.2;   118
31/10/2023 06:30:00;   206;-99999;;  70.4; 30.7;1016.1; 26.6;13.2;   118
31/10/2023 06:15:00;   206;-99999;;  70.4; 30.8;1015.8; 26.0;12.9;   118
31/10/2023 06:00:00;   206;-99999;;  70.4; 30.8;1015.8; 26.0;12.9;   118
31/10/2023 05:45:00;   206;-99999;;  70.4; 30.8;1015.8; 26.0;12.9;   118
31/10/2023 05:30:00;   207;-99999;;  70.4; 30.8;1015.8; 26.0;12.9;   118
31/10/2023 05:15:00;   207;-99999;;  70.4; 30.8;1015.2; 26.4;12.9;   118
31/10/2023 05:00:00;   207;-99999;;  70.4; 30.8;1015.2; 26.4;12.9;   118
31/10/2023 04:45:00;   207;-99999;;  70.4; 30.8;1015.2; 26.4;12.9;   118
31/10/2023 04:30:00;   207;-99999;;  70.4; 30.8;1015.2; 26.4;12.9;   118
31/10/2023 04:15:00;   207;-99999;;  70.4; 30.9;1014.9; 26.7;13.0;   118
31/10/2023 04:00:00;   208;-99999;;  70.4; 30.9;1014.9; 26.7;13.0;   118
31/10/2023 03:45:00;   208;-99999;;  70.4; 30.9;1014.9; 26.7;13.0;   118
31/10/2023 03:30:00;   208;-99999;;  70.4; 30.9;1014.9; 26.7;13.0;   118
31/10/2023 03:15:00;   208;-99999;;  70.4; 30.9;1014.4; 27.2;13.0;   118
31/10/2023 03:00:00;   208;-99999;;  70.4; 30.9;1014.4; 27.2;13.0;   118
31/10/2023 02:45:00;   208;-99999;;  70.4; 30.9;1014.4; 27.2;13.0;   118
31/10/2023 02:30:00;   208;-99999;;  70.4; 30.9;1014.4; 27.2;13.0;   118
31/10/2023 02:15:00;   208;-99999;;  70.4; 31.0;1014.0; 27.6;13.0;   118
31/10/2023 02:00:00;   208;-99999;;  70.4; 31.0;1014.0; 27.6;13.0;   118
31/10/2023 01:45:00;   209;-99999;;  70.4; 31.0;1014.0; 27.6;13.0;   118
31/10/2023 01:30:00;   209;-99999;;  70.4; 31.0;1014.0; 27.6;13.0;   118
31/10/2023 01:15:00;   209;-99999;;  70.4; 31.0;1014.3; 27.9;13.0;   118
31/10/2023 01:00:00;   209;-99999;;  70.4; 31.0;1014.3; 27.9;13.0;   118
31/10/2023 00:45:00;   209;-99999;;  70.4; 31.0;1014.3; 27.9;13.0;   118
31/10/2023 00:30:00;   209;-99999;;  70.4; 31.0;1014.3; 27.9;13.0;   118
31/10/2023 00:15:00;   210;-99999;;  70.4; 31.2;1014.6; 28.1;13.0;   118
31/10/2023 00:00:00;   210;-99999;;  70.4; 31.2;1014.6; 28.1;13.0;   118
30/10/2023 23:45:00;   210;-99999;;  70.4; 31.2;1014.6; 28.1;13.0;   118
30/10/2023 23:30:00;   210;-99999;;  70.4; 31.2;1014.6; 28.1;13.0;   118
29/10/2023 22:15:00;   217;-99999;;  70.4; 31.7;1014.7; 29.8;13.1;   118
29/10/2023 22:00:00;   217;-99999;;  70.4; 31.7;1014.7; 29.8;13.1;   118
29/10/2023 21:45:00;   217;-99999;;  70.4; 31.7;1014.7; 29.8;13.1;   118
29/10/2023 21:30:00;   217;-99999;;  70.4; 31.7;1014.7; 29.8;13.1;   118
30/10/2023 20:15:00;   211;-99999;;  70.4; 32.0;1013.9; 30.2;13.1;   118
30/10/2023 20:00:00;   211;-99999;;  70.4; 32.0;1013.9; 30.2;13.1;   118
30/10/2023 19:45:00;   211;-99999;;  70.4; 32.0;1013.9; 30.2;13.1;   118
30/10/2023 19:30:00;   211;-99999;;  70.4; 32.0;1013.9; 30.2;13.1;   118
27/10/2023 14:15:00;   211;-99999;;  70.4; 33.6;1013.2; 37.0;13.8;   118
27/10/2023 14:00:00;   211;-99999;;  70.4; 33.6;1013.2; 37.0;13.8;   118
27/10/2023 13:45:00;   210;-99999;;  70.4; 33.6;1013.2; 37.0;13.8;   118
27/10/2023 13:30:00;   210;-99999;;  70.4; 33.6;1013.2; 37.0;13.8;   118
27/10/2023 13:15:00;   210;-99999;;  70.4; 33.1;1014.6; 36.5;13.9;   118
27/10/2023 13:00:00;   209;-99999;;  70.4; 33.1;1014.6; 36.5;13.9;   118
27/10/2023 12:45:00;   209;-99999;;  70.4; 33.1;1014.6; 36.5;13.9;   118
27/10/2023 12:30:00;   208;-99999;;  70.4; 33.1;1014.6; 36.5;13.9;   118
27/10/2023 12:15:00;   208;-99999;;  70.4; 32.5;1016.0; 35.8;13.9;   118
27/10/2023 12:00:00;   208;-99999;;  70.4; 32.5;1016.0; 35.8;13.9;   118
27/10/2023 11:45:00;   207;-99999;;  70.4; 32.5;1016.0; 35.8;13.9;   118
27/10/2023 11:30:00;   207;-99999;;  70.4; 32.5;1016.0; 35.8;13.9;   118
27/10/2023 11:15:00;   206;-99999;;  70.4; 31.9;1016.7; 34.3;14.0;   118
27/10/2023 11:00:00;   206;-99999;;  70.4; 31.9;1016.7; 34.3;14.0;   118
27/10/2023 10:45:00;   206;-99999;;  70.4; 31.9;1016.7; 34.3;14.0;   118
27/10/2023 10:30:00;   210;-99999;;  70.4; 31.9;1016.7; 34.3;14.0;   118
27/10/2023 10:15:00;   210;-99999;;  70.4; 31.3;1017.1; 33.7;14.0;   123
27/10/2023 10:00:00;   209;-99999;;  70.4; 31.3;1017.1; 33.7;14.0;   123
27/10/2023 09:45:00;   209;-99999;;  70.4; 31.3;1017.1; 33.7;14.0;   123
27/10/2023 09:30:00;   208;-99999;;  70.4; 31.3;1017.1; 33.7;14.0;   123
27/10/2023 09:15:00;   208;-99999;;  70.4; 30.9;1017.1; 31.4;14.1;   123
27/10/2023 09:00:00;   207;-99999;;  70.4; 30.9;1017.1; 31.4;14.1;   123
27/10/2023 08:45:00;   207;-99999;;  70.4; 30.9;1017.1; 31.4;14.1;   123
27/10/2023 08:30:00;   206;-99999;;  70.4; 30.9;1017.1; 31.4;14.1;   123
27/10/2023 08:15:00;   206;   194;;  70.4; 30.6;1016.5; 28.5;14.0;   123
27/10/2023 08:00:00;   206;   194;;  70.4; 30.6;1016.5; 28.5;14.0;   123
27/10/2023 07:45:00;   205;   194;;  70.4; 30.6;1016.5; 28.5;14.0;   123
27/10/2023 07:30:00;   205;   194;;  70.4; 30.6;1016.5; 28.5;14.0;   123
27/10/2023 07:15:00;   205;-99999;;  70.4; 30.5;1015.4; 26.5;13.2;   123
27/10/2023 07:00:00;   204;-99999;;  70.4; 30.5;1015.4; 26.5;13.2;   123
27/10/2023 06:45:00;   204;-99999;;  70.4; 30.5;1015.4; 26.5;13.2;   123
27/10/2023 06:30:00;   204;-99999;;  70.4; 30.5;1015.4; 26.5;13.2;   123
27/10/2023 06:15:00;   203;-99999;;  70.4; 30.5;1014.4; 26.0;12.9;   123
27/10/2023 06:00:00;   203;-99999;;  70.4; 30.5;1014.4; 26.0;12.9;   123
27/10/2023 05:45:00;   202;-99999;;  70.4; 30.5;1014.4; 26.0;12.9;   123
27/10/2023 05:30:00;   202;-99999;;  70.4; 30.5;1014.4; 26.0;12.9;   123
27/10/2023 05:15:00;   202;-99999;;  70.4; 30.6;1013.6; 26.4;13.0;   123
27/10/2023 05:00:00;   201;-99999;;  70.4; 30.6;1013.6; 26.4;13.0;   123
27/10/2023 04:45:00;   201;-99999;;  70.4; 30.6;1013.6; 26.4;13.0;   123
27/10/2023 04:30:00;   200;-99999;;  70.4; 30.6;1013.6; 26.4;13.0;   123
27/10/2023 04:15:00;   200;-99999;;  70.4; 30.6;1012.7; 26.9;13.0;   123
27/10/2023 04:00:00;   200;-99999;;  70.4; 30.6;1012.7; 26.9;13.0;   123
27/10/2023 03:45:00;   199;-99999;;  70.4; 30.6;1012.7; 26.9;13.0;   123
27/10/2023 03:30:00;   199;-99999;;  70.4; 30.6;1012.7; 26.9;13.0;   123
27/10/2023 03:15:00;   199;-99999;;  70.4; 30.7;1012.4; 27.3;13.0;   123
27/10/2023 03:00:00;   199;-99999;;  70.4; 30.7;1012.4; 27.3;13.0;   123
27/10/2023 02:45:00;   198;-99999;;  70.4; 30.7;1012.4; 27.3;13.0;   123
27/10/2023 02:30:00;   198;-99999;;  70.4; 30.7;1012.4; 27.3;13.0;   123
27/10/2023 02:15:00;   198;-99999;;  70.4; 30.9;1012.6; 27.3;13.0;   123
27/10/2023 02:00:00;   197;-99999;;  70.4; 30.9;1012.6; 27.3;13.0;   123
27/10/2023 01:45:00;   197;-99999;;  70.4; 30.9;1012.6; 27.3;13.0;   123
