Data-Hora;Nivel_Sensor(cm);Nivel_Display(cm);Chuva(mm);Chuva_Acum_Datalogger(mm);Temp_H2O;Press_Atm(mb);Temp_Int(C);Bateria(V);OffSet(cm);vazao(m3_s)
01/05/2023 00:00:00;180.00;;0.00;;;;;;;176.00
01/05/2023 01:00:00;180.00;;0.00;;;;;;;176.00
01/05/2023 02:00:00;180.00;;0.00;;;;;;;176.00
01/05/2023 03:00:00;181.00;;0.00;;;;;;;177.00
01/05/2023 04:00:00;180.00;;0.00;;;;;;;176.00
01/05/2023 05:00:00;180.00;;0.00;;;;;;;176.00
01/05/2023 06:00:00;181.00;;0.00;;;;;;;177.00
01/05/2023 07:00:00;180.00;;0.00;;;;;;;176.00
01/05/2023 08:00:00;181.00;;1.00;;;;;;;177.00
01/05/2023 09:00:00;181.00;;0.60;;;;;;;177.00
01/05/2023 10:00:00;182.00;;0.40;;;;;;;178.00
01/05/2023 11:00:00;183.00;;0.40;;;;;;;180.00
01/05/2023 12:00:00;183.00;;0.20;;;;;;;180.00
01/05/2023 13:00:00;184.00;;0.20;;;;;;;181.00
01/05/2023 14:00:00;184.00;;0.00;;;;;;;181.00
01/05/2023 15:00:00;184.00;;0.20;;;;;;;181.00
01/05/2023 16:00:00;185.00;;0.00;;;;;;;182.00
01/05/2023 17:00:00;184.00;;0.00;;;;;;;181.00
01/05/2023 18:00:00;184.00;;0.00;;;;;;;181.00
01/05/2023 19:00:00;184.00;;0.20;;;;;;;181.00
01/05/2023 20:00:00;183.00;;0.00;;;;;;;180.00
01/05/2023 21:00:00;184.00;;0.00;;;;;;;181.00
01/05/2023 22:00:00;183.00;;0.00;;;;;;;180.00
01/05/2023 23:00:00;184.00;;0.00;;;;;;;181.00
02/05/2023 00:00:00;183.00;;0.20;;;;;;;180.00
02/05/2023 01:00:00;183.00;;0.00;;;;;;;180.00
02/05/2023 02:00:00;184.00;;0.00;;;;;;;181.00
02/05/2023 03:00:00;184.00;;0.00;;;;;;;181.00
02/05/2023 04:00:00;185.00;;0.00;;;;;;;182.00
02/05/2023 05:00:00;185.00;;0.00;;;;;;;182.00
02/05/2023 06:00:00;187.00;;0.00;;;;;;;185.00
02/05/2023 07:00:00;188.00;;0.00;;;;;;;186.00
02/05/2023 08:00:00;191.00;;0.20;;;;;;;190.00
02/05/2023 09:00:00;192.00;;0.00;;;;;;;191.00
02/05/2023 10:00:00;195.00;;0.00;;;;;;;195.00
02/05/2023 11:00:00;198.00;;0.00;;;;;;;199.00
02/05/2023 12:00:00;201.00;;0.00;;;;;;;203.00
02/05/2023 13:00:00;202.00;;0.20;;;;;;;205.00
02/05/2023 14:00:00;204.00;;0.00;;;;;;;207.00
02/05/2023 15:00:00;205.00;;0.00;;;;;;;209.00
02/05/2023 16:00:00;205.00;;0.00;;;;;;;209.00
02/05/2023 17:00:00;206.00;;0.00;;;;;;;210.00
02/05/2023 18:00:00;206.00;;0.00;;;;;;;210.00
02/05/2023 19:00:00;206.00;;0.00;;;;;;;210.00
02/05/2023 20:00:00;206.00;;0.00;;;;;;;210.00
02/05/2023 21:00:00;205.00;;0.00;;;;;;;209.00
02/05/2023 22:00:00;205.00;;0.20;;;;;;;209.00
02/05/2023 23:00:00;205.00;;0.00;;;;;;;209.00
03/05/2023 00:00:00;203.00;;0.00;;;;;;;206.00
03/05/2023 01:00:00;203.00;;0.00;;;;;;;206.00
03/05/2023 02:00:00;202.00;;0.00;;;;;;;205.00
03/05/2023 03:00:00;201.00;;0.00;;;;;;;203.00
03/05/2023 04:00:00;201.00;;0.00;;;;;;;203.00
03/05/2023 05:00:00;199.00;;0.00;;;;;;;201.00
03/05/2023 06:00:00;200.00;;0.00;;;;;;;202.00
03/05/2023 07:00:00;200.00;;0.20;;;;;;;202.00
03/05/2023 08:00:00;200.00;;0.00;;;;;;;202.00
03/05/2023 09:00:00;199.00;;0.00;;;;;;;201.00
03/05/2023 10:00:00;199.00;;0.00;;;;;;;201.00
03/05/2023 11:00:00;201.00;;0.00;;;;;;;203.00
03/05/2023 12:00:00;201.00;;0.00;;;;;;;203.00
03/05/2023 13:00:00;200.00;;0.00;;;;;;;202.00
03/05/2023 14:00:00;202.00;;0.00;;;;;;;205.00
03/05/2023 15:00:00;202.00;;0.20;;;;;;;205.00
03/05/2023 16:00:00;202.00;;0.00;;;;;;;205.00
03/05/2023 17:00:00;204.00;;0.00;;;;;;;207.00
03/05/2023 18:00:00;205.00;;0.00;;;;;;;209.00
03/05/2023 19:00:00;206.00;;0.20;;;;;;;210.00
03/05/2023 20:00:00;210.00;;0.00;;;;;;;216.00
03/05/2023 21:00:00;213.00;;0.00;;;;;;;220.00
03/05/2023 22:00:00;215.00;;0.00;;;;;;;223.00
03/05/2023 23:00:00;219.00;;0.00;;;;;;;228.00
04/05/2023 00:00:00;222.00;;0.00;;;;;;;232.00
04/05/2023 01:00:00;225.00;;0.20;;;;;;;237.00
04/05/2023 02:00:00;229.00;;0.00;;;;;;;242.00
04/05/2023 03:00:00;232.00;;0.00;;;;;;;246.00
04/05/2023 04:00:00;235.00;;0.00;;;;;;;251.00
04/05/2023 05:00:00;239.00;;0.00;;;;;;;256.00
04/05/2023 06:00:00;243.00;;0.00;;;;;;;262.00
04/05/2023 07:00:00;246.00;;0.20;;;;;;;266.00
04/05/2023 08:00:00;250.00;;0.00;;;;;;;272.00
04/05/2023 09:00:00;254.00;;0.00;;;;;;;278.00
04/05/2023 10:00:00;255.00;;0.00;;;;;;;279.00
04/05/2023 11:00:00;257.00;;0.00;;;;;;;282.00
04/05/2023 12:00:00;261.00;;0.00;;;;;;;288.00
04/05/2023 13:00:00;262.00;;0.00;;;;;;;289.00
04/05/2023 14:00:00;264.00;;0.20;;;;;;;292.00
04/05/2023 15:00:00;266.00;;0.00;;;;;;;295.00
04/05/2023 16:00:00;267.00;;0.00;;;;;;;296.00
04/05/2023 17:00:00;268.00;;0.00;;;;;;;298.00
04/05/2023 18:00:00;269.00;;0.00;;;;;;;299.00
04/05/2023 19:00:00;268.00;;0.00;;;;;;;298.00
04/05/2023 20:00:00;269.00;;0.20;;;;;;;299.00
04/05/2023 21:00:00;269.00;;0.00;;;;;;;299.00
04/05/2023 22:00:00;270.00;;0.00;;;;;;;301.00
04/05/2023 23:00:00;270.00;;0.00;;;;;;;301.00
05/05/2023 00:00:00;270.00;;0.00;;;;;;;301.00
05/05/2023 01:00:00;271.00;;0.00;;;;;;;302.00
05/05/2023 02:00:00;271.00;;0.00;;;;;;;302.00
05/05/2023 03:00:00;271.00;;0.00;;;;;;;302.00
05/05/2023 04:00:00;271.00;;0.00;;;;;;;302.00
05/05/2023 05:00:00;271.00;;0.20;;;;;;;302.00
05/05/2023 06:00:00;271.00;;0.00;;;;;;;302.00
05/05/2023 07:00:00;272.00;;0.00;;;;;;;304.00
05/05/2023 08:00:00;272.00;;0.00;;;;;;;304.00
05/05/2023 09:00:00;273.00;;0.00;;;;;;;305.00
05/05/2023 10:00:00;272.00;;0.00;;;;;;;304.00
05/05/2023 11:00:00;273.00;;0.00;;;;;;;305.00
05/05/2023 12:00:00;274.00;;0.20;;;;;;;307.00
05/05/2023 13:00:00;274.00;;0.00;;;;;;;307.00
05/05/2023 14:00:00;275.00;;0.00;;;;;;;308.00
05/05/2023 15:00:00;275.00;;0.00;;;;;;;308.00
05/05/2023 16:00:00;276.00;;0.00;;;;;;;309.00
05/05/2023 17:00:00;277.00;;0.00;;;;;;;311.00
05/05/2023 18:00:00;278.00;;0.00;;;;;;;312.00
