Data-Hora;Nivel_Sensor(cm);Nivel_Display(cm);Chuva(mm);Chuva_Acum_Datalogger(mm);Temp_H2O;Press_Atm(mb);Temp_Int(C);Bateria(V);OffSet(cm);vazao(m3_s)
01/05/2023 00:00:00;75946.00;;0.00;;;;;;;99.00
01/05/2023 01:00:00;75947.00;;0.00;;;;;;;102.00
01/05/2023 02:00:00;75947.00;;0.00;;;;;;;85.00
01/05/2023 03:00:00;75947.00;;0.00;;;;;;;69.00
01/05/2023 04:00:00;75947.00;;0.00;;;;;;;69.00
01/05/2023 05:00:00;75947.00;;0.00;;;;;;;69.00
01/05/2023 06:00:00;75948.00;;0.00;;;;;;;69.00
01/05/2023 07:00:00;75948.00;;0.00;;;;;;;70.00
01/05/2023 08:00:00;75948.00;;0.00;;;;;;;70.00
01/05/2023 09:00:00;75948.00;;0.00;;;;;;;70.00
01/05/2023 10:00:00;75948.00;;0.00;;;;;;;70.00
01/05/2023 11:00:00;75948.00;;0.00;;;;;;;70.00
01/05/2023 12:00:00;75948.00;;0.00;;;;;;;69.00
01/05/2023 13:00:00;75948.00;;0.00;;;;;;;69.00
01/05/2023 14:00:00;75948.00;;0.00;;;;;;;70.00
01/05/2023 15:00:00;75949.00;;0.00;;;;;;;70.00
01/05/2023 16:00:00;75949.00;;0.00;;;;;;;70.00
01/05/2023 17:00:00;75948.00;;0.00;;;;;;;126.00
01/05/2023 18:00:00;75948.00;;0.00;;;;;;;202.00
01/05/2023 19:00:00;75948.00;;0.00;;;;;;;201.00
01/05/2023 20:00:00;75947.00;;0.00;;;;;;;201.00
01/05/2023 21:00:00;75946.00;;0.00;;;;;;;201.00
01/05/2023 22:00:00;75945.00;;0.00;;;;;;;201.00
01/05/2023 23:00:00;75945.00;;0.00;;;;;;;189.00
02/05/2023 00:00:00;75944.00;;0.00;;;;;;;99.00
02/05/2023 01:00:00;75944.00;;0.00;;;;;;;102.00
02/05/2023 02:00:00;75944.00;;0.00;;;;;;;82.00
02/05/2023 03:00:00;75945.00;;0.00;;;;;;;69.00
02/05/2023 04:00:00;75945.00;;0.00;;;;;;;69.00
02/05/2023 05:00:00;75945.00;;0.00;;;;;;;70.00
02/05/2023 06:00:00;75945.00;;0.00;;;;;;;70.00
02/05/2023 07:00:00;75945.00;;0.00;;;;;;;70.00
02/05/2023 08:00:00;75945.00;;0.00;;;;;;;95.00
02/05/2023 09:00:00;75945.00;;0.00;;;;;;;101.00
02/05/2023 10:00:00;75945.00;;0.00;;;;;;;101.00
02/05/2023 11:00:00;75944.00;;0.00;;;;;;;101.00
02/05/2023 12:00:00;75944.00;;0.00;;;;;;;101.00
02/05/2023 13:00:00;75944.00;;0.00;;;;;;;101.00
02/05/2023 14:00:00;75944.00;;0.00;;;;;;;101.00
02/05/2023 15:00:00;75943.00;;0.00;;;;;;;101.00
02/05/2023 16:00:00;75942.00;;0.00;;;;;;;204.00
02/05/2023 17:00:00;75942.00;;0.00;;;;;;;204.00
02/05/2023 18:00:00;75941.00;;0.00;;;;;;;204.00
02/05/2023 19:00:00;75940.00;;0.00;;;;;;;204.00
02/05/2023 20:00:00;75939.00;;0.00;;;;;;;204.00
02/05/2023 21:00:00;75938.00;;0.00;;;;;;;204.00
02/05/2023 22:00:00;75937.00;;0.00;;;;;;;204.00
02/05/2023 23:00:00;75936.00;;0.00;;;;;;;204.00
03/05/2023 00:00:00;75936.00;;0.00;;;;;;;201.00
03/05/2023 01:00:00;75937.00;;0.00;;;;;;;102.00
03/05/2023 02:00:00;75938.00;;0.00;;;;;;;100.00
03/05/2023 03:00:00;75937.00;;0.00;;;;;;;71.00
03/05/2023 04:00:00;75937.00;;0.00;;;;;;;71.00
03/05/2023 05:00:00;75938.00;;0.00;;;;;;;71.00
03/05/2023 06:00:00;75938.00;;0.00;;;;;;;71.00
03/05/2023 07:00:00;75938.00;;0.00;;;;;;;71.00
03/05/2023 08:00:00;75938.00;;0.00;;;;;;;71.00
03/05/2023 09:00:00;75938.00;;0.00;;;;;;;71.00
03/05/2023 10:00:00;75939.00;;0.00;;;;;;;72.00
03/05/2023 11:00:00;75938.00;;0.00;;;;;;;91.00
03/05/2023 12:00:00;75938.00;;0.00;;;;;;;100.00
03/05/2023 13:00:00;75938.00;;0.00;;;;;;;101.00
03/05/2023 14:00:00;75938.00;;0.00;;;;;;;121.00
03/05/2023 15:00:00;75937.00;;0.00;;;;;;;204.00
03/05/2023 16:00:00;75936.00;;0.00;;;;;;;204.00
03/05/2023 17:00:00;75935.00;;0.00;;;;;;;204.00
03/05/2023 18:00:00;75935.00;;0.00;;;;;;;204.00
03/05/2023 19:00:00;75934.00;;0.00;;;;;;;204.00
03/05/2023 20:00:00;75934.00;;0.00;;;;;;;204.00
03/05/2023 21:00:00;75933.00;;0.00;;;;;;;204.00
03/05/2023 22:00:00;75932.00;;0.00;;;;;;;204.00
03/05/2023 23:00:00;75931.00;;0.00;;;;;;;204.00
04/05/2023 00:00:00;75932.00;;0.60;;;;;;;101.00
04/05/2023 01:00:00;75933.00;;16.00;;;;;;;102.00
04/05/2023 02:00:00;75934.00;;27.60;;;;;;;63.00
04/05/2023 03:00:00;75935.00;;0.60;;;;;;;59.00
04/05/2023 04:00:00;75936.00;;0.00;;;;;;;63.00
04/05/2023 05:00:00;75937.00;;0.20;;;;;;;69.00
04/05/2023 06:00:00;75938.00;;0.20;;;;;;;69.00
04/05/2023 07:00:00;75940.00;;0.00;;;;;;;69.00
04/05/2023 08:00:00;75940.00;;0.00;;;;;;;98.00
04/05/2023 09:00:00;75941.00;;0.00;;;;;;;101.00
04/05/2023 10:00:00;75942.00;;0.00;;;;;;;101.00
04/05/2023 11:00:00;75942.00;;0.00;;;;;;;101.00
04/05/2023 12:00:00;75944.00;;0.20;;;;;;;101.00
04/05/2023 13:00:00;75944.00;;0.80;;;;;;;101.00
04/05/2023 14:00:00;75945.00;;1.60;;;;;;;101.00
04/05/2023 15:00:00;75946.00;;2.40;;;;;;;122.00
04/05/2023 16:00:00;75948.00;;1.40;;;;;;;157.00
04/05/2023 17:00:00;75947.00;;0.60;;;;;;;157.00
04/05/2023 18:00:00;75948.00;;0.60;;;;;;;158.00
04/05/2023 19:00:00;75948.00;;0.80;;;;;;;170.00
04/05/2023 20:00:00;75947.00;;1.60;;;;;;;201.00
04/05/2023 21:00:00;75949.00;;2.20;;;;;;;202.00
04/05/2023 22:00:00;75949.00;;3.20;;;;;;;201.00
04/05/2023 23:00:00;75948.00;;0.40;;;;;;;202.00
05/05/2023 00:00:00;75948.00;;1.00;;;;;;;198.00
05/05/2023 01:00:00;75950.00;;0.60;;;;;;;205.00
05/05/2023 02:00:00;75951.00;;0.00;;;;;;;71.00
05/05/2023 03:00:00;75952.00;;0.00;;;;;;;70.00
05/05/2023 04:00:00;75954.00;;0.00;;;;;;;69.00
05/05/2023 05:00:00;75956.00;;1.40;;;;;;;69.00
05/05/2023 06:00:00;75958.00;;0.20;;;;;;;69.00
05/05/2023 07:00:00;75959.00;;0.00;;;;;;;70.00
05/05/2023 08:00:00;75960.00;;0.00;;;;;;;69.00
05/05/2023 09:00:00;75962.00;;0.00;;;;;;;99.00
05/05/2023 10:00:00;75963.00;;0.00;;;;;;;99.00
05/05/2023 11:00:00;75964.00;;0.00;;;;;;;99.00
05/05/2023 12:00:00;75965.00;;0.00;;;;;;;99.00
05/05/2023 13:00:00;75967.00;;0.00;;;;;;;99.00
05/05/2023 14:00:00;75969.00;;0.00;;;;;;;99.00
05/05/2023 15:00:00;75970.00;;0.00;;;;;;;195.00
05/05/2023 16:00:00;75971.00;;0.00;;;;;;;193.00
05/05/2023 17:00:00;75972.00;;0.00;;;;;;;118.00
05/05/2023 18:00:00;75973.00;;0.00;;;;;;;118.00
05/05/2023 19:00:00;75975.00;;0.00;;;;;;;118.00
05/05/2023 20:00:00;75976.00;;0.00;;;;;;;118.00
05/05/2023 21:00:00;75978.00;;0.00;;;;;;;118.00
05/05/2023 22:00:00;75979.00;;0.00;;;;;;;115.00
05/05/2023 23:00:00;75980.00;;0.00;;;;;;;118.00
06/05/2023 00:00:00;75982.00;;0.00;;;;;;;95.00
06/05/2023 01:00:00;75983.00;;0.00;;;;;;;101.00
06/05/2023 02:00:00;75985.00;;0.00;;;;;;;99.00
06/05/2023 03:00:00;75986.00;;0.00;;;;;;;100.00
06/05/2023 04:00:00;75988.00;;0.00;;;;;;;99.00
06/05/2023 05:00:00;75989.00;;0.00;;;;;;;99.00
06/05/2023 06:00:00;75991.00;;0.00;;;;;;;99.00
06/05/2023 07:00:00;75992.00;;0.00;;;;;;;99.00
06/05/2023 08:00:00;75994.00;;0.00;;;;;;;99.00
06/05/2023 09:00:00;75995.00;;0.00;;;;;;;99.00
06/05/2023 10:00:00;75996.00;;0.00;;;;;;;100.00
06/05/2023 11:00:00;75997.00;;0.00;;;;;;;100.00
06/05/2023 12:00:00;75999.00;;0.00;;;;;;;102.00
06/05/2023 13:00:00;76000.00;;0.00;;;;;;;107.00
06/05/2023 14:00:00;76001.00;;0.00;;;;;;;111.00
06/05/2023 15:00:00;76003.00;;0.00;;;;;;;112.00
06/05/2023 16:00:00;76004.00;;0.00;;;;;;;115.00
06/05/2023 17:00:00;76005.00;;0.00;;;;;;;118.00
06/05/2023 18:00:00;76006.00;;0.00;;;;;;;148.00
06/05/2023 19:00:00;76007.00;;0.00;;;;;;;225.00
06/05/2023 20:00:00;76007.00;;0.00;;;;;;;229.00
06/05/2023 21:00:00;76007.00;;0.00;;;;;;;229.00
06/05/2023 22:00:00;76008.00;;0.00;;;;;;;229.00
06/05/2023 23:00:00;76008.00;;0.00;;;;;;;231.00
07/05/2023 00:00:00;76009.00;;0.00;;;;;;;227.00
07/05/2023 01:00:00;76009.00;;0.00;;;;;;;236.00
07/05/2023 02:00:00;76010.00;;0.00;;;;;;;211.00
07/05/2023 03:00:00;76010.00;;0.00;;;;;;;136.00
07/05/2023 04:00:00;76011.00;;0.00;;;;;;;140.00
07/05/2023 05:00:00;76013.00;;0.00;;;;;;;144.00
07/05/2023 06:00:00;76013.00;;0.00;;;;;;;148.00
07/05/2023 07:00:00;76015.00;;0.00;;;;;;;149.00
07/05/2023 08:00:00;76016.00;;0.00;;;;;;;124.00
07/05/2023 09:00:00;76017.00;;0.00;;;;;;;124.00
07/05/2023 10:00:00;76018.00;;0.00;;;;;;;132.00
07/05/2023 11:00:00;76018.00;;0.00;;;;;;;139.00
07/05/2023 12:00:00;76019.00;;0.00;;;;;;;144.00
07/05/2023 13:00:00;76020.00;;0.00;;;;;;;152.00
07/05/2023 14:00:00;76021.00;;0.00;;;;;;;159.00
07/05/2023 15:00:00;76022.00;;0.00;;;;;;;169.00
07/05/2023 16:00:00;76022.00;;0.00;;;;;;;228.00
07/05/2023 17:00:00;76022.00;;0.00;;;;;;;307.00
07/05/2023 18:00:00;76021.00;;0.00;;;;;;;311.00
07/05/2023 19:00:00;76021.00;;0.00;;;;;;;403.00
07/05/2023 20:00:00;76020.00;;0.00;;;;;;;395.00
07/05/2023 21:00:00;76019.00;;0.00;;;;;;;389.00
07/05/2023 22:00:00;76018.00;;0.00;;;;;;;384.00
07/05/2023 23:00:00;76018.00;;0.00;;;;;;;376.00
08/05/2023 00:00:00;76017.00;;4.40;;;;;;;224.00
08/05/2023 01:00:00;76018.00;;4.20;;;;;;;176.00
08/05/2023 02:00:00;76019.00;;2.00;;;;;;;177.00
08/05/2023 03:00:00;76020.00;;2.20;;;;;;;182.00
08/05/2023 04:00:00;76021.00;;0.60;;;;;;;185.00
08/05/2023 05:00:00;76022.00;;0.00;;;;;;;187.00
08/05/2023 06:00:00;76022.00;;0.00;;;;;;;193.00
08/05/2023 07:00:00;76023.00;;0.00;;;;;;;195.00
08/05/2023 08:00:00;76023.00;;0.00;;;;;;;198.00
08/05/2023 09:00:00;76023.00;;0.00;;;;;;;201.00
08/05/2023 10:00:00;76024.00;;0.00;;;;;;;201.00
08/05/2023 11:00:00;76023.00;;0.00;;;;;;;209.00
08/05/2023 12:00:00;76023.00;;0.00;;;;;;;307.00
08/05/2023 13:00:00;76023.00;;0.00;;;;;;;307.00
08/05/2023 14:00:00;76022.00;;0.20;;;;;;;307.00
08/05/2023 15:00:00;;;;;;;;;;304.00
08/05/2023 16:00:00;;;;;;;;;;298.00
08/05/2023 17:00:00;;;;;;;;;;296.00
08/05/2023 18:00:00;;;;;;;;;;293.00
08/05/2023 19:00:00;;;;;;;;;;310.00
08/05/2023 20:00:00;;;;;;;;;;386.00
08/05/2023 21:00:00;;;;;;;;;;384.00
08/05/2023 22:00:00;76018.00;;0.40;;;;;;;317.00
08/05/2023 23:00:00;76019.00;;0.00;;;;;;;231.00
09/05/2023 00:00:00;76019.00;;0.00;;;;;;;173.00
09/05/2023 01:00:00;76020.00;;0.00;;;;;;;178.00
09/05/2023 02:00:00;76021.00;;0.00;;;;;;;182.00
09/05/2023 03:00:00;76021.00;;0.00;;;;;;;185.00
09/05/2023 04:00:00;76022.00;;0.00;;;;;;;185.00
09/05/2023 05:00:00;76021.00;;0.00;;;;;;;187.00
