Data-Hora;Nivel_Sensor(cm);Nivel_Display(cm);Chuva(mm);Chuva_Acum_Datalogger(mm);Temp_H2O;Press_Atm(mb);Temp_Int(C);Bateria(V);OffSet(cm);vazao(m3_s)
01/05/2023 00:00:00;41.00;;0.00;;;;;;;1.53
01/05/2023 01:00:00;40.00;;0.00;;;;;;;1.44
01/05/2023 02:00:00;40.00;;0.00;;;;;;;1.44
01/05/2023 03:00:00;40.00;;0.00;;;;;;;1.44
01/05/2023 04:00:00;40.00;;0.00;;;;;;;1.44
01/05/2023 05:00:00;41.00;;0.00;;;;;;;1.53
01/05/2023 06:00:00;42.00;;0.00;;;;;;;1.62
01/05/2023 07:00:00;43.00;;0.00;;;;;;;1.72
01/05/2023 08:00:00;44.00;;0.00;;;;;;;1.81
01/05/2023 09:00:00;46.00;;0.00;;;;;;;2.01
01/05/2023 10:00:00;46.00;;0.00;;;;;;;2.01
01/05/2023 11:00:00;46.00;;0.00;;;;;;;2.01
01/05/2023 12:00:00;46.00;;0.00;;;;;;;2.01
01/05/2023 13:00:00;46.00;;0.00;;;;;;;2.01
01/05/2023 14:00:00;46.00;;0.00;;;;;;;2.01
01/05/2023 15:00:00;45.00;;0.00;;;;;;;1.91
01/05/2023 16:00:00;44.00;;0.00;;;;;;;1.81
01/05/2023 17:00:00;43.00;;0.00;;;;;;;1.72
01/05/2023 18:00:00;42.00;;0.00;;;;;;;1.62
01/05/2023 19:00:00;41.00;;0.00;;;;;;;1.53
01/05/2023 20:00:00;41.00;;0.00;;;;;;;1.53
01/05/2023 21:00:00;40.00;;0.00;;;;;;;1.44
01/05/2023 22:00:00;39.00;;0.00;;;;;;;1.35
01/05/2023 23:00:00;39.00;;0.00;;;;;;;1.35
02/05/2023 00:00:00;38.00;;0.00;;;;;;;1.26
02/05/2023 01:00:00;38.00;;0.00;;;;;;;1.26
02/05/2023 02:00:00;36.00;;0.00;;;;;;;1.10
02/05/2023 03:00:00;36.00;;0.00;;;;;;;1.10
02/05/2023 04:00:00;35.00;;0.00;;;;;;;1.02
02/05/2023 05:00:00;35.00;;0.00;;;;;;;1.02
02/05/2023 06:00:00;35.00;;0.00;;;;;;;1.02
