Data-Hora;Nivel_Sensor(cm);Nivel_Display(cm);Chuva(mm);Chuva_Acum_Datalogger(mm);Temp_H2O;Press_Atm(mb);Temp_Int(C);Bateria(V);OffSet(cm);vazao(m3_s)
01/05/2023 00:00:00;588.00;;0.00;;;;;;;10139.89
01/05/2023 01:00:00;588.00;;0.00;;;;;;;10139.89
01/05/2023 02:00:00;586.00;;0.00;;;;;;;10056.89
01/05/2023 03:00:00;587.00;;0.00;;;;;;;10098.35
01/05/2023 04:00:00;587.00;;0.00;;;;;;;10098.35
01/05/2023 05:00:00;587.00;;0.00;;;;;;;10098.35
01/05/2023 06:00:00;588.00;;0.00;;;;;;;10139.89
01/05/2023 07:00:00;588.00;;0.00;;;;;;;10139.89
01/05/2023 08:00:00;587.00;;0.00;;;;;;;10098.35
01/05/2023 09:00:00;587.00;;0.00;;;;;;;10098.35
01/05/2023 10:00:00;588.00;;0.00;;;;;;;10139.89
01/05/2023 11:00:00;587.00;;0.00;;;;;;;10098.35
01/05/2023 12:00:00;586.00;;0.00;;;;;;;10056.89
01/05/2023 13:00:00;587.00;;0.00;;;;;;;10098.35
01/05/2023 14:00:00;587.00;;0.00;;;;;;;10098.35
01/05/2023 15:00:00;587.00;;0.00;;;;;;;10098.35
01/05/2023 16:00:00;587.00;;0.00;;;;;;;10098.35
01/05/2023 17:00:00;586.00;;0.00;;;;;;;10056.89
01/05/2023 18:00:00;586.00;;0.00;;;;;;;10056.89
01/05/2023 19:00:00;587.00;;0.00;;;;;;;10098.35
01/05/2023 20:00:00;587.00;;0.00;;;;;;;10098.35
01/05/2023 21:00:00;587.00;;0.00;;;;;;;10098.35
01/05/2023 22:00:00;588.00;;0.00;;;;;;;10139.89
01/05/2023 23:00:00;587.00;;0.00;;;;;;;10098.35
02/05/2023 00:00:00;587.00;;0.00;;;;;;;10098.35
02/05/2023 01:00:00;588.00;;0.00;;;;;;;10139.89
02/05/2023 02:00:00;588.00;;0.00;;;;;;;10139.89
02/05/2023 03:00:00;589.00;;0.00;;;;;;;10181.50
02/05/2023 04:00:00;588.00;;0.00;;;;;;;10139.89
02/05/2023 05:00:00;587.00;;0.00;;;;;;;10098.35
02/05/2023 06:00:00;587.00;;0.00;;;;;;;10098.35
02/05/2023 07:00:00;586.00;;0.00;;;;;;;10056.89
02/05/2023 08:00:00;585.00;;0.00;;;;;;;10015.50
02/05/2023 09:00:00;584.00;;0.00;;;;;;;9974.19
02/05/2023 10:00:00;583.00;;0.00;;;;;;;9932.96
02/05/2023 11:00:00;581.00;;0.00;;;;;;;9850.72
02/05/2023 12:00:00;581.00;;0.00;;;;;;;9850.72
02/05/2023 13:00:00;580.00;;0.00;;;;;;;9809.71
02/05/2023 14:00:00;578.00;;0.00;;;;;;;9727.92
02/05/2023 15:00:00;577.00;;0.00;;;;;;;9687.15
02/05/2023 16:00:00;576.00;;0.00;;;;;;;9646.44
02/05/2023 17:00:00;575.00;;0.00;;;;;;;9605.82
02/05/2023 18:00:00;573.00;;0.00;;;;;;;9524.79
02/05/2023 19:00:00;573.00;;0.00;;;;;;;9524.79
02/05/2023 20:00:00;573.00;;0.00;;;;;;;9524.79
02/05/2023 21:00:00;572.00;;0.00;;;;;;;9484.40
02/05/2023 22:00:00;572.00;;0.00;;;;;;;9484.40
02/05/2023 23:00:00;572.00;;0.00;;;;;;;9484.40
03/05/2023 00:00:00;571.00;;0.00;;;;;;;9444.08
03/05/2023 01:00:00;572.00;;0.00;;;;;;;9484.40
03/05/2023 02:00:00;572.00;;0.00;;;;;;;9484.40
03/05/2023 03:00:00;572.00;;0.00;;;;;;;9484.40
03/05/2023 04:00:00;572.00;;0.00;;;;;;;9484.40
03/05/2023 05:00:00;572.00;;0.00;;;;;;;9484.40
03/05/2023 06:00:00;573.00;;0.00;;;;;;;9524.79
