Data Hora;Nivel_Sensor(cm);Nivel_Display(cm);Chuva(mm);Chuva_Acum_Datalogger(mm);Temp_H2O;Press_Atm(mb);Temp_Int(C);Bateria(V);OffSet(cm)
52698000;23-04/2023 12:00:00;4681.00;;0.00;;;;;;
52698000;23-04/2023 13:00:00;4681.00;;0.00;;;;;;
52698000;23-04/2023 14:00:00;4682.00;;0.00;;;;;;
52698000;23-04/2023 15:00:00;4683.00;;0.00;;;;;;
52698000;23-04/2023 16:00:00;4682.00;;0.00;;;;;;
52698000;23-04/2023 17:00:00;4682.00;;0.00;;;;;;
52698000;23-04/2023 18:00:00;4683.00;;0.00;;;;;;
52698000;23-04/2023 19:00:00;4683.00;;0.00;;;;;;
52698000;23-04/2023 20:00:00;4683.00;;0.00;;;;;;
52698000;23-04/2023 21:00:00;4683.00;;0.00;;;;;;
52698000;23-04/2023 22:00:00;4684.00;;0.00;;;;;;
52698000;23-04/2023 23:00:00;4684.00;;0.00;;;;;;
52698000;24-04/2023 00:00:00;4779.00;;0.00;;;;;;
52698000;24-04/2023 01:00:00;4783.00;;0.00;;;;;;
52698000;24-04/2023 02:00:00;4782.00;;0.00;;;;;;
52698000;24-04/2023 03:00:00;4783.00;;0.00;;;;;;
52698000;24-04/2023 04:00:00;4783.00;;0.00;;;;;;
52698000;24-04/2023 05:00:00;4782.00;;0.00;;;;;;
52698000;24-04/2023 06:00:00;4782.00;;0.00;;;;;;
52698000;24-04/2023 07:00:00;4781.00;;0.00;;;;;;
52698000;24-04/2023 08:00:00;4781.00;;0.00;;;;;;
52698000;24-04/2023 09:00:00;4780.00;;0.00;;;;;;
52698000;24-04/2023 10:00:00;4780.00;;0.00;;;;;;
52698000;24-04/2023 11:00:00;4778.00;;0.00;;;;;;
52698000;24-04/2023 12:00:00;4778.00;;0.00;;;;;;
52698000;24-04/2023 13:00:00;4777.00;;0.00;;;;;;
52698000;24-04/2023 14:00:00;4776.00;;0.00;;;;;;
52698000;24-04/2023 15:00:00;4692.00;;0.00;;;;;;
52698000;24-04/2023 16:00:00;4689.00;;0.00;;;;;;
52698000;24-04/2023 17:00:00;4689.00;;0.00;;;;;;
52698000;24-04/2023 18:00:00;4727.00;;0.00;;;;;;
52698000;24-04/2023 19:00:00;4746.00;;0.00;;;;;;
52698000;24-04/2023 20:00:00;4746.00;;0.00;;;;;;
52698000;24-04/2023 22:00:00;4745.00;;0.00;;;;;;
52698000;24-04/2023 23:00:00;4746.00;;0.00;;;;;;
52698000;25-04/2023 00:00:00;4746.00;;0.00;;;;;;
52698000;25-04/2023 01:00:00;4746.00;;0.00;;;;;;
52698000;25-04/2023 02:00:00;4746.00;;0.00;;;;;;
52698000;25-04/2023 03:00:00;4746.00;;0.00;;;;;;
52698000;25-04/2023 04:00:00;4746.00;;0.00;;;;;;
52698000;25-04/2023 05:00:00;4747.00;;0.00;;;;;;
52698000;25-04/2023 06:00:00;4746.00;;0.00;;;;;;
52698000;25-04/2023 07:00:00;4746.00;;0.00;;;;;;
52698000;25-04/2023 08:00:00;4746.00;;0.00;;;;;;
52698000;25-04/2023 09:00:00;4746.00;;0.00;;;;;;
52698000;25-04/2023 10:00:00;4746.00;;0.00;;;;;;
52698000;25-04/2023 11:00:00;4746.00;;0.00;;;;;;
52698000;25-04/2023 12:00:00;4746.00;;0.00;;;;;;
52698000;25-04/2023 13:00:00;4745.00;;0.00;;;;;;
52698000;25-04/2023 14:00:00;4746.00;;0.00;;;;;;
52698000;25-04/2023 15:00:00;4746.00;;0.00;;;;;;
52698000;25-04/2023 16:00:00;4746.00;;0.00;;;;;;
52698000;25-04/2023 17:00:00;4745.00;;0.00;;;;;;
52698000;25-04/2023 18:00:00;4745.00;;0.00;;;;;;
52698000;25-04/2023 19:00:00;4745.00;;0.00;;;;;;
52698000;25-04/2023 20:00:00;4746.00;;0.00;;;;;;
52698000;25-04/2023 21:00:00;4745.00;;0.00;;;;;;
52698000;25-04/2023 22:00:00;4745.00;;0.00;;;;;;
52698000;25-04/2023 23:00:00;4746.00;;0.00;;;;;;
52698000;26-04/2023 00:00:00;4745.00;;0.00;;;;;;
52698000;26-04/2023 01:00:00;4745.00;;0.00;;;;;;
52698000;26-04/2023 02:00:00;4745.00;;0.00;;;;;;
52698000;26-04/2023 03:00:00;4744.00;;0.00;;;;;;
52698000;26-04/2023 04:00:00;4745.00;;0.00;;;;;;
52698000;26-04/2023 05:00:00;4745.00;;0.00;;;;;;
52698000;26-04/2023 06:00:00;4744.00;;0.00;;;;;;
52698000;26-04/2023 07:00:00;4744.00;;0.00;;;;;;
52698000;26-04/2023 08:00:00;4743.00;;0.00;;;;;;
52698000;26-04/2023 09:00:00;4743.00;;0.00;;;;;;
52698000;26-04/2023 10:00:00;4695.00;;0.00;;;;;;
