Data;Chuva (mm);Nivel (cm);Vazão (m³/s);;;;;0
23/02/2023 21:00;--;3175,25;--;;;;;
23/02/2023 22:00;--;3175,875;--;;;;;
23/02/2023 23:00;--;3175,875;--;;;;;
24/02/2023 00:00;--;3175,875;--;;;;;
24/02/2023 01:00;--;3175,25;--;;;;;
24/02/2023 02:00;--;3175,25;--;;;;;
24/02/2023 03:00;--;3175,25;--;;;;;
24/02/2023 04:00;--;3175,25;--;;;;;
24/02/2023 05:00;--;3175,25;--;;;;;
24/02/2023 06:00;--;3175,25;--;;;;;
24/02/2023 07:00;--;3175,25;--;;;;;
24/02/2023 08:00;--;3175,25;--;;;;;
24/02/2023 09:00;--;3175,25;--;;;;;
24/02/2023 10:00;--;3174;--;;;;;
24/02/2023 11:00;--;3175,25;--;;;;;
24/02/2023 12:00;--;3174;--;;;;;
24/02/2023 13:00;--;3174;--;;;;;
24/02/2023 14:00;--;3173,375;--;;;;;
24/02/2023 15:00;--;3173,375;--;;;;;
24/02/2023 16:00;--;3174;--;;;;;
24/02/2023 17:00;--;3174;--;;;;;
24/02/2023 18:00;--;3173,375;--;;;;;
24/02/2023 19:00;--;3173,375;--;;;;;
24/02/2023 20:00;--;3174;--;;;;;
24/02/2023 21:00;--;3175,25;--;;;;;
24/02/2023 22:00;--;3175,875;--;;;;;
24/02/2023 23:00;--;3175,875;--;;;;;
25/02/2023 00:00;--;3175,875;--;;;;;
25/02/2023 01:00;--;3176,5;--;;;;;
25/02/2023 02:00;--;3176,5;--;;;;;
25/02/2023 03:00;--;3177,125;--;;;;;
25/02/2023 04:00;--;3177,125;--;;;;;
25/02/2023 05:00;--;3177,75;--;;;;;
25/02/2023 06:00;--;3177,75;--;;;;;
25/02/2023 07:00;--;3177,75;--;;;;;
25/02/2023 08:00;--;3178,375;--;;;;;
25/02/2023 09:00;--;3179;--;;;;;
25/02/2023 10:00;--;3178,375;--;;;;;
25/02/2023 11:00;--;3178,375;--;;;;;
25/02/2023 12:00;--;3179;--;;;;;
25/02/2023 13:00;--;3178,375;--;;;;;
25/02/2023 14:00;--;3179,625;--;;;;;
25/02/2023 15:00;--;3179,625;--;;;;;
25/02/2023 16:00;--;3180,875;--;;;;;
25/02/2023 17:00;--;3180,875;--;;;;;
25/02/2023 18:00;--;3181,5;--;;;;;
25/02/2023 19:00;--;3180,875;--;;;;;
25/02/2023 20:00;--;3180,875;--;;;;;
25/02/2023 21:00;--;3180,875;--;;;;;
25/02/2023 22:00;--;3181,5;--;;;;;
25/02/2023 23:00;--;3180,875;--;;;;;
26/02/2023 00:00;--;3180,875;--;;;;;
26/02/2023 01:00;--;3182,125;--;;;;;
26/02/2023 02:00;--;3181,5;--;;;;;
26/02/2023 03:00;--;3181,5;--;;;;;
26/02/2023 04:00;--;3181,5;--;;;;;
26/02/2023 05:00;--;3181,5;--;;;;;
26/02/2023 06:00;--;3182,125;--;;;;;
26/02/2023 07:00;--;3182,125;--;;;;;
26/02/2023 08:00;--;3181,5;--;;;;;
26/02/2023 09:00;--;3181,5;--;;;;;
26/02/2023 10:00;--;3182,125;--;;;;;
26/02/2023 11:00;--;3181,5;--;;;;;
26/02/2023 12:00;--;3181,5;--;;;;;
26/02/2023 13:00;--;3181,5;--;;;;;
26/02/2023 14:00;--;3180,875;--;;;;;
26/02/2023 15:00;--;3180,875;--;;;;;
26/02/2023 16:00;--;3180,25;--;;;;;
26/02/2023 17:00;--;3180,875;--;;;;;
26/02/2023 18:00;--;3180,875;--;;;;;
26/02/2023 19:00;--;3180,875;--;;;;;
26/02/2023 20:00;--;3181,5;--;;;;;
26/02/2023 21:00;--;3180,875;--;;;;;
26/02/2023 22:00;--;3180,875;--;;;;;
26/02/2023 23:00;--;3180,875;--;;;;;
27/02/2023 00:00;--;3180,25;--;;;;;
27/02/2023 01:00;--;3180,25;--;;;;;
27/02/2023 02:00;--;3179,625;--;;;;;
27/02/2023 03:00;--;3179,625;--;;;;;
27/02/2023 04:00;--;3180,25;--;;;;;
27/02/2023 05:00;--;3179,625;--;;;;;
27/02/2023 06:00;--;3179;--;;;;;
27/02/2023 07:00;--;3178,375;--;;;;;
27/02/2023 08:00;--;3177,75;--;;;;;
27/02/2023 09:00;--;3179;--;;;;;
27/02/2023 10:00;--;3179;--;;;;;
27/02/2023 11:00;--;3179,625;--;;;;;
27/02/2023 12:00;--;3179;--;;;;;
27/02/2023 13:00;--;3179;--;;;;;
27/02/2023 14:00;--;3178,375;--;;;;;
27/02/2023 15:00;--;3177,75;--;;;;;
27/02/2023 16:00;--;3177,75;--;;;;;
27/02/2023 17:00;--;3177,125;--;;;;;
27/02/2023 18:00;--;3177,75;--;;;;;
27/02/2023 19:00;--;3177,75;--;;;;;
27/02/2023 20:00;--;3177,75;--;;;;;
27/02/2023 21:00;--;3177,75;--;;;;;
27/02/2023 22:00;--;3177,125;--;;;;;
27/02/2023 23:00;--;3176,5;--;;;;;
28/02/2023 00:00;--;3176,5;--;;;;;
28/02/2023 01:00;--;3175,875;--;;;;;
28/02/2023 02:00;--;3175,875;--;;;;;
28/02/2023 03:00;--;3175,875;--;;;;;
28/02/2023 04:00;--;3175,875;--;;;;;
28/02/2023 05:00;--;3175,25;--;;;;;
28/02/2023 06:00;--;3175,25;--;;;;;
28/02/2023 07:00;--;3175,25;--;;;;;
28/02/2023 08:00;--;3174;--;;;;;
28/02/2023 09:00;--;3174;--;;;;;
28/02/2023 10:00;--;3173,375;--;;;;;
28/02/2023 11:00;--;3173,375;--;;;;;
28/02/2023 12:00;--;3172,75;--;;;;;
28/02/2023 13:00;--;3172,75;--;;;;;
28/02/2023 14:00;--;3172,75;--;;;;;
28/02/2023 15:00;--;3173,375;--;;;;;
28/02/2023 16:00;--;3173,375;--;;;;;
28/02/2023 17:00;--;3173,375;--;;;;;
28/02/2023 18:00;--;3174;--;;;;;
28/02/2023 19:00;--;3174;--;;;;;
28/02/2023 20:00;--;3175,25;--;;;;;
28/02/2023 21:00;--;3175,25;--;;;;;
28/02/2023 22:00;--;3175,25;--;;;;;
28/02/2023 23:00;--;3175,25;--;;;;;
01/03/2023 00:00;--;3174;--;;;;;
01/03/2023 01:00;--;3175,25;--;;;;;
01/03/2023 02:00;--;3175,25;--;;;;;
01/03/2023 03:00;--;3175,875;--;;;;;
01/03/2023 04:00;--;3176,5;--;;;;;
01/03/2023 05:00;--;3177,75;--;;;;;
01/03/2023 06:00;--;3177,75;--;;;;;
01/03/2023 07:00;--;3177,75;--;;;;;
01/03/2023 08:00;--;3177,75;--;;;;;
01/03/2023 09:00;--;3177,75;--;;;;;
01/03/2023 10:00;--;3177,75;--;;;;;
01/03/2023 11:00;--;3177,125;--;;;;;
01/03/2023 12:00;--;3177,75;--;;;;;
01/03/2023 13:00;--;3177,125;--;;;;;
01/03/2023 14:00;--;3177,75;--;;;;;
01/03/2023 15:00;--;3177,75;--;;;;;
01/03/2023 16:00;--;3177,75;--;;;;;
01/03/2023 17:00;--;3179;--;;;;;
01/03/2023 18:00;--;3179,625;--;;;;;
01/03/2023 19:00;--;3179,625;--;;;;;
01/03/2023 20:00;--;3179,625;--;;;;;
01/03/2023 21:00;--;3180,25;--;;;;;
01/03/2023 22:00;--;3179,625;--;;;;;
01/03/2023 23:00;--;3180,25;--;;;;;
02/03/2023 00:00;--;3180,25;--;;;;;
02/03/2023 01:00;--;3180,25;--;;;;;
02/03/2023 02:00;--;3179,625;--;;;;;
02/03/2023 03:00;--;3179,625;--;;;;;
02/03/2023 04:00;--;3179,625;--;;;;;
02/03/2023 05:00;--;3179,625;--;;;;;
02/03/2023 06:00;--;3179,625;--;;;;;
02/03/2023 07:00;--;3179;--;;;;;
02/03/2023 08:00;--;3179,625;--;;;;;
02/03/2023 09:00;--;3179;--;;;;;
02/03/2023 10:00;--;3179;--;;;;;
02/03/2023 11:00;--;3178,375;--;;;;;
02/03/2023 12:00;--;3179;--;;;;;
02/03/2023 13:00;--;3179,625;--;;;;;
02/03/2023 14:00;--;3179;--;;;;;
02/03/2023 15:00;--;3179,625;--;;;;;
02/03/2023 16:00;--;3180,25;--;;;;;
02/03/2023 17:00;--;3179,625;--;;;;;
02/03/2023 18:00;--;3179,625;--;;;;;
02/03/2023 19:00;--;3179,625;--;;;;;
02/03/2023 20:00;--;3180,25;--;;;;;
02/03/2023 21:00;--;3180,25;--;;;;;
02/03/2023 22:00;--;3180,25;--;;;;;
02/03/2023 23:00;--;3180,25;--;;;;;
03/03/2023 00:00;--;3180,25;--;;;;;
03/03/2023 01:00;--;3179,625;--;;;;;
03/03/2023 02:00;--;3179,625;--;;;;;
03/03/2023 03:00;--;3180,25;--;;;;;
03/03/2023 04:00;--;3180,25;--;;;;;
03/03/2023 05:00;--;3180,25;--;;;;;
03/03/2023 06:00;--;3180,25;--;;;;;
03/03/2023 07:00;--;3180,25;--;;;;;
03/03/2023 08:00;--;3180,25;--;;;;;
03/03/2023 09:00;--;3179,625;--;;;;;
03/03/2023 10:00;--;3179;--;;;;;
03/03/2023 11:00;--;3179;--;;;;;
03/03/2023 12:00;--;3179;--;;;;;
03/03/2023 13:00;--;3179;--;;;;;
03/03/2023 14:00;--;3179;--;;;;;
03/03/2023 15:00;--;3178,375;--;;;;;
03/03/2023 16:00;--;3178,375;--;;;;;
03/03/2023 17:00;--;3179,625;--;;;;;
03/03/2023 18:00;--;3180,875;--;;;;;
03/03/2023 19:00;--;3179,625;--;;;;;
03/03/2023 20:00;--;3180,25;--;;;;;
03/03/2023 21:00;--;3180,875;--;;;;;
03/03/2023 22:00;--;3181,5;--;;;;;
03/03/2023 23:00;--;3180,875;--;;;;;
04/03/2023 00:00;--;3180,875;--;;;;;
04/03/2023 01:00;--;3180,875;--;;;;;
04/03/2023 02:00;--;3180,25;--;;;;;
04/03/2023 03:00;--;3180,875;--;;;;;
04/03/2023 04:00;--;3180,875;--;;;;;
04/03/2023 05:00;--;3181,5;--;;;;;
04/03/2023 06:00;--;3180,875;--;;;;;
04/03/2023 07:00;--;3180,875;--;;;;;
04/03/2023 08:00;--;3181,5;--;;;;;
04/03/2023 09:00;--;3182,125;--;;;;;
04/03/2023 10:00;--;3181,5;--;;;;;
04/03/2023 11:00;--;3182,125;--;;;;;
04/03/2023 12:00;--;3182,125;--;;;;;
04/03/2023 13:00;--;3182,125;--;;;;;
04/03/2023 14:00;--;3181,5;--;;;;;
04/03/2023 15:00;--;3182,125;--;;;;;
04/03/2023 16:00;--;3182,75;--;;;;;
04/03/2023 17:00;--;3184;--;;;;;
04/03/2023 18:00;--;3184;--;;;;;
04/03/2023 19:00;--;3184;--;;;;;
04/03/2023 20:00;--;3184,625;--;;;;;
04/03/2023 21:00;--;3184,625;--;;;;;
04/03/2023 22:00;--;3184,625;--;;;;;
04/03/2023 23:00;--;3184,625;--;;;;;
05/03/2023 00:00;--;3184,625;--;;;;;
05/03/2023 01:00;--;3184,625;--;;;;;
05/03/2023 02:00;--;3184;--;;;;;
05/03/2023 03:00;--;3184,625;--;;;;;
05/03/2023 04:00;--;3185,25;--;;;;;
05/03/2023 05:00;--;3185,25;--;;;;;
05/03/2023 06:00;--;3185,25;--;;;;;
05/03/2023 07:00;--;3185,25;--;;;;;
05/03/2023 08:00;--;3184,625;--;;;;;
05/03/2023 09:00;--;3184,625;--;;;;;
05/03/2023 10:00;--;3184;--;;;;;
05/03/2023 11:00;--;3182,75;--;;;;;
05/03/2023 12:00;--;3182,125;--;;;;;
05/03/2023 13:00;--;3182,125;--;;;;;
05/03/2023 14:00;--;3182,75;--;;;;;
05/03/2023 15:00;--;3182,125;--;;;;;
05/03/2023 16:00;--;3182,125;--;;;;;
05/03/2023 17:00;--;3182,75;--;;;;;
05/03/2023 18:00;--;3182,125;--;;;;;
05/03/2023 19:00;--;3182,125;--;;;;;
05/03/2023 20:00;--;3181,5;--;;;;;
05/03/2023 21:00;--;3180,875;--;;;;;
05/03/2023 22:00;--;3180,25;--;;;;;
05/03/2023 23:00;--;3181,5;--;;;;;
06/03/2023 00:00;--;3180,875;--;;;;;
06/03/2023 01:00;--;3180,25;--;;;;;
06/03/2023 02:00;--;3179;--;;;;;
06/03/2023 03:00;--;3179;--;;;;;
06/03/2023 04:00;--;3179;--;;;;;
06/03/2023 05:00;--;3179;--;;;;;
06/03/2023 06:00;--;3179;--;;;;;
06/03/2023 07:00;--;3179;--;;;;;
06/03/2023 08:00;--;3177,75;--;;;;;
06/03/2023 09:00;--;3177,75;--;;;;;
06/03/2023 10:00;--;3176,5;--;;;;;
06/03/2023 11:00;--;3175,875;--;;;;;
06/03/2023 12:00;--;3175,875;--;;;;;
06/03/2023 13:00;--;3176,5;--;;;;;
06/03/2023 14:00;--;3176,5;--;;;;;
06/03/2023 15:00;--;3176,5;--;;;;;
06/03/2023 16:00;--;3177,125;--;;;;;
06/03/2023 17:00;--;3177,125;--;;;;;
06/03/2023 18:00;--;3176,5;--;;;;;
06/03/2023 19:00;--;3176,5;--;;;;;
06/03/2023 20:00;--;3175,875;--;;;;;
06/03/2023 21:00;--;3175,25;--;;;;;
06/03/2023 22:00;--;3175,25;--;;;;;
06/03/2023 23:00;--;3175,25;--;;;;;
07/03/2023 00:00;--;3174;--;;;;;
07/03/2023 01:00;--;3174;--;;;;;
07/03/2023 02:00;--;3174;--;;;;;
07/03/2023 03:00;--;3174;--;;;;;
07/03/2023 04:00;--;3174;--;;;;;
07/03/2023 05:00;--;3174;--;;;;;
07/03/2023 06:00;--;3173,375;--;;;;;
07/03/2023 07:00;--;3172,75;--;;;;;
07/03/2023 08:00;--;3172,75;--;;;;;
07/03/2023 09:00;--;3172,125;--;;;;;
07/03/2023 10:00;--;3171,5;--;;;;;
07/03/2023 11:00;--;3171,5;--;;;;;
07/03/2023 12:00;--;3169,625;--;;;;;
07/03/2023 13:00;--;3169,625;--;;;;;
07/03/2023 14:00;--;3169,625;--;;;;;
07/03/2023 15:00;--;3169;--;;;;;
07/03/2023 16:00;--;3169;--;;;;;
07/03/2023 17:00;--;3170,25;--;;;;;
07/03/2023 18:00;--;3170,25;--;;;;;
07/03/2023 19:00;--;3169,625;--;;;;;
07/03/2023 20:00;--;3169,625;--;;;;;
07/03/2023 21:00;--;3169,625;--;;;;;
07/03/2023 22:00;--;3169,625;--;;;;;
07/03/2023 23:00;--;3169,625;--;;;;;
08/03/2023 00:00;--;3169,625;--;;;;;
08/03/2023 01:00;--;3169;--;;;;;
08/03/2023 02:00;--;3169;--;;;;;
08/03/2023 03:00;--;3169,625;--;;;;;
08/03/2023 04:00;--;3169,625;--;;;;;
08/03/2023 05:00;--;3170,875;--;;;;;
08/03/2023 06:00;--;3170,875;--;;;;;
08/03/2023 07:00;--;3170,875;--;;;;;
08/03/2023 08:00;--;3170,875;--;;;;;
08/03/2023 09:00;--;3170,25;--;;;;;
08/03/2023 10:00;--;3170,25;--;;;;;
08/03/2023 11:00;--;3170,875;--;;;;;
08/03/2023 12:00;--;3170,875;--;;;;;
08/03/2023 13:00;--;3170,875;--;;;;;
08/03/2023 14:00;--;3170,875;--;;;;;
08/03/2023 15:00;--;3170,875;--;;;;;
08/03/2023 16:00;--;3170,875;--;;;;;
08/03/2023 17:00;--;3171,5;--;;;;;
08/03/2023 18:00;--;3172,125;--;;;;;
08/03/2023 19:00;--;3172,75;--;;;;;
08/03/2023 20:00;--;3172,75;--;;;;;
08/03/2023 21:00;--;3173,375;--;;;;;
08/03/2023 22:00;--;3173,375;--;;;;;
08/03/2023 23:00;--;3173,375;--;;;;;
09/03/2023 00:00;--;3173,375;--;;;;;
09/03/2023 01:00;--;3173,375;--;;;;;
09/03/2023 02:00;--;3172,75;--;;;;;
09/03/2023 03:00;--;3172,75;--;;;;;
09/03/2023 04:00;--;3172,75;--;;;;;
09/03/2023 05:00;--;3172,75;--;;;;;
09/03/2023 06:00;--;3172,75;--;;;;;
09/03/2023 07:00;--;3173,375;--;;;;;
09/03/2023 08:00;--;3173,375;--;;;;;
09/03/2023 09:00;--;3173,375;--;;;;;
09/03/2023 10:00;--;3172,75;--;;;;;
09/03/2023 11:00;--;3172,75;--;;;;;
09/03/2023 12:00;--;3172,75;--;;;;;
09/03/2023 13:00;--;3172,75;--;;;;;
09/03/2023 14:00;--;3172,75;--;;;;;
09/03/2023 15:00;--;3172,75;--;;;;;
09/03/2023 16:00;--;3172,75;--;;;;;
09/03/2023 17:00;--;3172,75;--;;;;;
09/03/2023 18:00;--;3173,375;--;;;;;
09/03/2023 19:00;--;3173,375;--;;;;;
09/03/2023 20:00;--;3174;--;;;;;
09/03/2023 21:00;--;3174;--;;;;;
09/03/2023 22:00;--;3175,25;--;;;;;
09/03/2023 23:00;--;3174;--;;;;;
10/03/2023 00:00;--;3173,375;--;;;;;
10/03/2023 01:00;--;3172,75;--;;;;;
10/03/2023 02:00;--;3172,75;--;;;;;
10/03/2023 03:00;--;3173,375;--;;;;;
10/03/2023 04:00;--;3174;--;;;;;
10/03/2023 05:00;--;3173,375;--;;;;;
10/03/2023 06:00;--;3173,375;--;;;;;
10/03/2023 07:00;--;3173,375;--;;;;;
10/03/2023 08:00;--;3173,375;--;;;;;
10/03/2023 09:00;--;3173,375;--;;;;;
10/03/2023 10:00;--;3172,125;--;;;;;
10/03/2023 11:00;--;3172,75;--;;;;;
10/03/2023 12:00;--;3172,75;--;;;;;
10/03/2023 13:00;--;3172,75;--;;;;;
10/03/2023 14:00;--;3172,75;--;;;;;
10/03/2023 15:00;--;3172,75;--;;;;;
10/03/2023 16:00;--;3172,75;--;;;;;
10/03/2023 17:00;--;3173,375;--;;;;;
10/03/2023 18:00;--;3173,375;--;;;;;
10/03/2023 19:00;--;3174;--;;;;;
10/03/2023 20:00;--;3174;--;;;;;
10/03/2023 21:00;--;3174;--;;;;;
10/03/2023 22:00;--;3175,25;--;;;;;
10/03/2023 23:00;--;3174;--;;;;;
11/03/2023 00:00;--;3174;--;;;;;
11/03/2023 01:00;--;3174;--;;;;;
11/03/2023 02:00;--;3173,375;--;;;;;
11/03/2023 03:00;--;3173,375;--;;;;;
11/03/2023 04:00;--;3174;--;;;;;
11/03/2023 05:00;--;3174;--;;;;;
11/03/2023 06:00;--;3175,25;--;;;;;
11/03/2023 07:00;--;3175,25;--;;;;;
11/03/2023 08:00;--;3174;--;;;;;
11/03/2023 09:00;--;3175,25;--;;;;;
11/03/2023 10:00;--;3174;--;;;;;
11/03/2023 11:00;--;3173,375;--;;;;;
11/03/2023 12:00;--;3172,75;--;;;;;
11/03/2023 13:00;--;3172,75;--;;;;;
11/03/2023 14:00;--;3173,375;--;;;;;
11/03/2023 15:00;--;3174;--;;;;;
11/03/2023 16:00;--;3174;--;;;;;
11/03/2023 17:00;--;3175,25;--;;;;;
11/03/2023 18:00;--;3175,25;--;;;;;
11/03/2023 19:00;--;3175,25;--;;;;;
11/03/2023 20:00;--;3175,875;--;;;;;
11/03/2023 21:00;--;3175,875;--;;;;;
11/03/2023 22:00;--;3176,5;--;;;;;
11/03/2023 23:00;--;3175,875;--;;;;;
12/03/2023 00:00;--;3174;--;;;;;
12/03/2023 01:00;--;3175,25;--;;;;;
12/03/2023 02:00;--;3175,25;--;;;;;
12/03/2023 03:00;--;3176,5;--;;;;;
12/03/2023 04:00;--;3176,5;--;;;;;
12/03/2023 05:00;--;3175,875;--;;;;;
12/03/2023 06:00;--;3176,5;--;;;;;
12/03/2023 07:00;--;3175,875;--;;;;;
12/03/2023 08:00;--;3175,25;--;;;;;
12/03/2023 09:00;--;3175,25;--;;;;;
12/03/2023 10:00;--;3175,25;--;;;;;
12/03/2023 11:00;--;3175,25;--;;;;;
12/03/2023 12:00;--;3175,25;--;;;;;
12/03/2023 13:00;--;3175,25;--;;;;;
12/03/2023 14:00;--;3173,375;--;;;;;
12/03/2023 15:00;--;3173,375;--;;;;;
12/03/2023 16:00;--;3173,375;--;;;;;
12/03/2023 17:00;--;3174;--;;;;;
12/03/2023 18:00;--;3174;--;;;;;
12/03/2023 19:00;--;3174;--;;;;;
12/03/2023 20:00;--;3174;--;;;;;
12/03/2023 21:00;--;3174;--;;;;;
12/03/2023 22:00;--;3175,25;--;;;;;
12/03/2023 23:00;--;3173,375;--;;;;;
13/03/2023 00:00;--;3174;--;;;;;
13/03/2023 01:00;--;3175,875;--;;;;;
13/03/2023 02:00;--;3175,25;--;;;;;
13/03/2023 03:00;--;3175,875;--;;;;;
13/03/2023 04:00;--;3175,25;--;;;;;
13/03/2023 05:00;--;3175,25;--;;;;;
13/03/2023 06:00;--;3174;--;;;;;
13/03/2023 07:00;--;3174;--;;;;;
13/03/2023 08:00;--;3173,375;--;;;;;
13/03/2023 09:00;--;3173,375;--;;;;;
13/03/2023 10:00;--;3172,75;--;;;;;
13/03/2023 11:00;--;3172,75;--;;;;;
13/03/2023 12:00;--;3172,125;--;;;;;
13/03/2023 13:00;--;3172,125;--;;;;;
13/03/2023 14:00;--;3171,5;--;;;;;
13/03/2023 15:00;--;3170,875;--;;;;;
13/03/2023 16:00;--;3170,25;--;;;;;
13/03/2023 17:00;--;3170,25;--;;;;;
13/03/2023 18:00;--;3170,25;--;;;;;
13/03/2023 19:00;--;3171,5;--;;;;;
13/03/2023 20:00;--;3170,875;--;;;;;
13/03/2023 21:00;--;3170,875;--;;;;;
13/03/2023 22:00;--;3170,875;--;;;;;
13/03/2023 23:00;--;3170,25;--;;;;;
14/03/2023 00:00;--;3170,25;--;;;;;
14/03/2023 01:00;--;3170,25;--;;;;;
14/03/2023 02:00;--;3169;--;;;;;
14/03/2023 03:00;--;3169;--;;;;;
14/03/2023 04:00;--;3169;--;;;;;
14/03/2023 05:00;--;3168,375;--;;;;;
14/03/2023 06:00;--;3168,375;--;;;;;
14/03/2023 07:00;--;3169;--;;;;;
14/03/2023 08:00;--;3169;--;;;;;
14/03/2023 09:00;--;3169;--;;;;;
14/03/2023 10:00;--;3168,375;--;;;;;
14/03/2023 11:00;--;3168,375;--;;;;;
14/03/2023 12:00;--;3168,375;--;;;;;
14/03/2023 13:00;--;3167,75;--;;;;;
14/03/2023 14:00;--;3168,375;--;;;;;
14/03/2023 15:00;--;3167,75;--;;;;;
14/03/2023 16:00;--;3168,375;--;;;;;
14/03/2023 17:00;--;3170,25;--;;;;;
14/03/2023 18:00;--;3169,625;--;;;;;
14/03/2023 19:00;--;3170,25;--;;;;;
14/03/2023 20:00;--;3169,625;--;;;;;
14/03/2023 21:00;--;3169,625;--;;;;;
14/03/2023 22:00;--;3170,25;--;;;;;
14/03/2023 23:00;--;3170,25;--;;;;;
15/03/2023 00:00;--;3170,25;--;;;;;
15/03/2023 01:00;--;3170,25;--;;;;;
15/03/2023 02:00;--;3170,25;--;;;;;
15/03/2023 03:00;--;3170,25;--;;;;;
15/03/2023 04:00;--;3170,875;--;;;;;
15/03/2023 05:00;--;3170,875;--;;;;;
15/03/2023 06:00;--;3170,875;--;;;;;
15/03/2023 07:00;--;3170,25;--;;;;;
15/03/2023 08:00;--;3170,875;--;;;;;
15/03/2023 09:00;--;3170,875;--;;;;;
15/03/2023 10:00;--;3171,5;--;;;;;
15/03/2023 11:00;--;3171,5;--;;;;;
15/03/2023 12:00;--;3171,5;--;;;;;
15/03/2023 13:00;--;3171,5;--;;;;;
15/03/2023 14:00;--;3171,5;--;;;;;
15/03/2023 15:00;--;3170,875;--;;;;;
15/03/2023 16:00;--;3171,5;--;;;;;
15/03/2023 17:00;--;3171,5;--;;;;;
15/03/2023 18:00;--;3172,75;--;;;;;
15/03/2023 19:00;--;3172,75;--;;;;;
15/03/2023 20:00;--;3174;--;;;;;
15/03/2023 21:00;--;3174;--;;;;;
15/03/2023 22:00;--;3174;--;;;;;
15/03/2023 23:00;--;3175,25;--;;;;;
16/03/2023 00:00;--;3175,875;--;;;;;
16/03/2023 01:00;--;3176,5;--;;;;;
16/03/2023 02:00;--;3176,5;--;;;;;
16/03/2023 03:00;--;3176,5;--;;;;;
16/03/2023 04:00;--;3176,5;--;;;;;
16/03/2023 05:00;--;3177,125;--;;;;;
16/03/2023 06:00;--;3177,125;--;;;;;
16/03/2023 07:00;--;3177,75;--;;;;;
16/03/2023 08:00;--;3177,75;--;;;;;
16/03/2023 09:00;--;3178,375;--;;;;;
16/03/2023 10:00;--;3178,375;--;;;;;
16/03/2023 11:00;--;3179;--;;;;;
16/03/2023 12:00;--;3179;--;;;;;
16/03/2023 13:00;--;3179,625;--;;;;;
16/03/2023 14:00;--;3179;--;;;;;
16/03/2023 15:00;--;3179,625;--;;;;;
16/03/2023 16:00;--;3180,25;--;;;;;
16/03/2023 17:00;--;3181,5;--;;;;;
16/03/2023 18:00;--;3181,5;--;;;;;
16/03/2023 19:00;--;3182,125;--;;;;;
16/03/2023 20:00;--;3182,125;--;;;;;
16/03/2023 21:00;--;3182,75;--;;;;;
16/03/2023 22:00;--;3182,75;--;;;;;
16/03/2023 23:00;--;3183,375;--;;;;;
17/03/2023 00:00;--;3183,375;--;;;;;
17/03/2023 01:00;--;3183,375;--;;;;;
17/03/2023 02:00;--;3183,375;--;;;;;
17/03/2023 03:00;--;3187,125;--;;;;;
17/03/2023 04:00;--;3184,625;--;;;;;
17/03/2023 05:00;--;3184,625;--;;;;;
17/03/2023 06:00;--;3184,625;--;;;;;
17/03/2023 07:00;--;3185,25;--;;;;;
17/03/2023 08:00;--;3185,875;--;;;;;
17/03/2023 09:00;--;3185,25;--;;;;;
17/03/2023 10:00;--;3185,875;--;;;;;
17/03/2023 11:00;--;3185,875;--;;;;;
17/03/2023 12:00;--;3185,875;--;;;;;
17/03/2023 13:00;--;3185,875;--;;;;;
17/03/2023 14:00;--;3185,875;--;;;;;
17/03/2023 15:00;--;3185,875;--;;;;;
17/03/2023 16:00;--;3185,25;--;;;;;
17/03/2023 17:00;--;3185,25;--;;;;;
17/03/2023 18:00;--;3185,875;--;;;;;
17/03/2023 19:00;--;3185,25;--;;;;;
17/03/2023 20:00;--;3185,25;--;;;;;
17/03/2023 21:00;--;3185,875;--;;;;;
17/03/2023 22:00;--;3185,875;--;;;;;
17/03/2023 23:00;--;3184,625;--;;;;;
18/03/2023 00:00;--;3184,625;--;;;;;
18/03/2023 01:00;--;3184,625;--;;;;;
18/03/2023 02:00;--;3184,625;--;;;;;
18/03/2023 03:00;--;3184,625;--;;;;;
18/03/2023 04:00;--;3184;--;;;;;
18/03/2023 05:00;--;3184;--;;;;;
18/03/2023 06:00;--;3184;--;;;;;
18/03/2023 07:00;--;3183,375;--;;;;;
18/03/2023 08:00;--;3184;--;;;;;
18/03/2023 09:00;--;3184;--;;;;;
18/03/2023 10:00;--;3184;--;;;;;
18/03/2023 11:00;--;3182,75;--;;;;;
18/03/2023 12:00;--;3182,75;--;;;;;
18/03/2023 13:00;--;3182,75;--;;;;;
18/03/2023 14:00;--;3182,75;--;;;;;
18/03/2023 15:00;--;3183,375;--;;;;;
18/03/2023 16:00;--;3182,75;--;;;;;
18/03/2023 17:00;--;3183,375;--;;;;;
18/03/2023 18:00;--;3183,375;--;;;;;
18/03/2023 19:00;--;3183,375;--;;;;;
18/03/2023 20:00;--;3182,75;--;;;;;
18/03/2023 21:00;--;3183,375;--;;;;;
18/03/2023 22:00;--;3182,75;--;;;;;
18/03/2023 23:00;--;3182,75;--;;;;;
19/03/2023 00:00;--;3182,75;--;;;;;
19/03/2023 01:00;--;3183,375;--;;;;;
19/03/2023 02:00;--;3183,375;--;;;;;
19/03/2023 03:00;--;3183,375;--;;;;;
19/03/2023 04:00;--;3183,375;--;;;;;
19/03/2023 05:00;--;3184;--;;;;;
19/03/2023 06:00;--;3184,625;--;;;;;
19/03/2023 07:00;--;3184;--;;;;;
19/03/2023 08:00;--;3184;--;;;;;
19/03/2023 09:00;--;3183,375;--;;;;;
19/03/2023 10:00;--;3182,75;--;;;;;
