Data Hora;Chuva (mm);Nível (cm);Vazão (m3/s)
01/01/2023 16:30;0,2;1371;
01/01/2023 16:45;0,2;1371;
01/01/2023 17:00;0;1372;
01/01/2023 17:15;0;1368;
01/01/2023 17:30;0;1368;
01/01/2023 17:45;0;1367;
01/01/2023 18:00;0;1368;
01/01/2023 18:15;0;1368;
01/01/2023 18:30;0;1368;
01/01/2023 18:45;0;1368;
01/01/2023 19:00;0;1369;
01/01/2023 19:15;0;1370;
01/01/2023 19:30;0;1370;
01/01/2023 19:45;0;1371;
01/01/2023 20:00;0;1371;
01/01/2023 20:15;0;1371;
01/01/2023 20:30;0;1372;
01/01/2023 20:45;0;1372;
01/01/2023 21:00;0;1372;
01/01/2023 21:15;0;1373;
01/01/2023 21:30;0;1373;
01/01/2023 21:45;0;1372;
01/01/2023 22:00;0;1372;
01/01/2023 22:15;0;1372;
01/01/2023 22:30;0;1372;
01/01/2023 22:45;0;1371;
01/01/2023 23:00;0;1371;
01/01/2023 23:15;0;1371;
01/01/2023 23:30;0;1371;
01/01/2023 23:45;0;1371;
02/01/2023 00:00;0;1372;
02/01/2023 00:15;0;1372;
02/01/2023 00:30;0;1372;
02/01/2023 00:45;0;1372;
02/01/2023 01:00;0;1372;
02/01/2023 01:15;0;1371;
02/01/2023 01:30;0;1372;
02/01/2023 01:45;0;1371;
02/01/2023 02:00;0;1371;
02/01/2023 02:15;0;1371;
02/01/2023 02:30;0;1371;
02/01/2023 02:45;0;1371;
02/01/2023 03:00;0;1372;
02/01/2023 03:15;0;1372;
02/01/2023 03:30;0;1372;
02/01/2023 03:45;0;1372;
02/01/2023 04:00;0;1372;
02/01/2023 04:15;0;1372;
02/01/2023 04:30;0;1372;
02/01/2023 04:45;0;1372;
02/01/2023 05:00;0;1372;
02/01/2023 05:15;0;1373;
02/01/2023 05:30;0;1372;
02/01/2023 05:45;0;1372;
02/01/2023 06:00;0;1373;
02/01/2023 06:15;0;1374;
02/01/2023 06:30;0;1374;
02/01/2023 06:45;0;1374;
02/01/2023 07:00;0;1374;
02/01/2023 07:15;0;1374;
02/01/2023 07:30;0;1374;
02/01/2023 07:45;0;1374;
02/01/2023 08:00;0;1376;
02/01/2023 08:15;0;1376;
02/01/2023 08:30;0;1376;
02/01/2023 08:45;0;1376;
02/01/2023 09:00;0;1376;
02/01/2023 09:15;0;1376;
02/01/2023 09:30;0;1376;
02/01/2023 09:45;0;1376;
02/01/2023 10:00;0;1376;
02/01/2023 10:15;0;1376;
02/01/2023 10:30;0;1376;
02/01/2023 10:45;0;1377;
02/01/2023 11:00;0;1377;
02/01/2023 11:15;0;1377;
02/01/2023 11:30;0;1377;
02/01/2023 11:45;0;1376;
02/01/2023 12:00;0;1376;
02/01/2023 12:15;0;1375;
02/01/2023 12:30;0;1376;
02/01/2023 12:45;0;1375;
02/01/2023 13:00;0;1375;
02/01/2023 13:15;0;1374;
02/01/2023 13:30;0;1374;
02/01/2023 13:45;0;1374;
02/01/2023 14:00;0;1373;
02/01/2023 14:15;0;1373;
02/01/2023 14:30;0;1374;
02/01/2023 14:45;0;1374;
02/01/2023 15:00;0;1374;
02/01/2023 15:15;0;1374;
02/01/2023 15:30;0;1374;
02/01/2023 15:45;0;1373;
02/01/2023 16:00;0;1374;
02/01/2023 16:15;0;1373;
02/01/2023 16:30;0;1373;
02/01/2023 16:45;0;1373;
02/01/2023 17:00;0;1373;
02/01/2023 17:15;0;1373;
02/01/2023 17:30;0;1373;
02/01/2023 17:45;0;1373;
02/01/2023 18:00;0;1373;
02/01/2023 18:15;0;1373;
02/01/2023 18:30;0;1373;
02/01/2023 18:45;0;1373;
02/01/2023 19:00;0;1373;
02/01/2023 19:15;0;1373;
02/01/2023 19:30;0;1372;
02/01/2023 19:45;0;1371;
02/01/2023 20:00;0;1373;
02/01/2023 20:15;0;1373;
02/01/2023 20:30;0;1373;
02/01/2023 20:45;0;1373;
02/01/2023 21:00;0;1372;
02/01/2023 21:15;0;1373;
02/01/2023 21:30;0;1372;
02/01/2023 21:45;0;1371;
02/01/2023 22:00;0;1372;
02/01/2023 22:15;0;1372;
02/01/2023 22:30;0;1371;
02/01/2023 22:45;0;1371;
02/01/2023 23:00;0;1371;
02/01/2023 23:15;0;1371;
02/01/2023 23:30;0;1371;
02/01/2023 23:45;0;1371;
03/01/2023 00:00;0;1372;
03/01/2023 00:15;0;1371;
03/01/2023 00:30;0;1371;
03/01/2023 00:45;0;1371;
03/01/2023 01:00;0;1371;
03/01/2023 01:15;0;1371;
03/01/2023 01:30;0;1371;
03/01/2023 01:45;0;1371;
03/01/2023 02:00;0;1370;
03/01/2023 02:15;0;1370;
03/01/2023 02:30;0;1370;
03/01/2023 02:45;0;1370;
03/01/2023 03:00;0;1370;
03/01/2023 03:15;0;1371;
03/01/2023 03:30;0;1371;
03/01/2023 03:45;0;1370;
03/01/2023 04:00;0;1370;
03/01/2023 04:15;0;1371;
03/01/2023 04:30;0;1371;
03/01/2023 04:45;0;1371;
03/01/2023 05:00;0;1371;
03/01/2023 05:15;0;1371;
03/01/2023 05:30;0;1371;
03/01/2023 05:45;0;1372;
03/01/2023 06:00;0;1372;
03/01/2023 06:15;0;1373;
03/01/2023 06:30;0;1374;
03/01/2023 06:45;0;1374;
03/01/2023 07:00;0;1374;
03/01/2023 07:15;0;1376;
03/01/2023 07:30;0;1377;
03/01/2023 07:45;0;1377;
03/01/2023 08:00;0;1380;
03/01/2023 08:15;0;1380;
03/01/2023 08:30;0;1380;
03/01/2023 08:45;0;1381;
03/01/2023 09:00;0;1380;
03/01/2023 09:15;0;1381;
03/01/2023 09:30;0;1382;
03/01/2023 09:45;0;1382;
03/01/2023 10:00;0;1382;
03/01/2023 10:15;0;1383;
03/01/2023 10:30;0;1382;
03/01/2023 10:45;0;1383;
03/01/2023 11:00;0;1384;
03/01/2023 11:15;0;1384;
03/01/2023 11:30;0;1384;
03/01/2023 11:45;0;1384;
03/01/2023 12:00;0;1384;
03/01/2023 12:15;0;1384;
03/01/2023 12:30;0;1384;
03/01/2023 12:45;0;1384;
03/01/2023 13:00;0;1383;
03/01/2023 13:15;0;1384;
03/01/2023 13:30;0;1384;
03/01/2023 13:45;0;1383;
03/01/2023 14:00;0;1383;
03/01/2023 14:15;0;1384;
03/01/2023 14:30;0;1384;
03/01/2023 14:45;0;1384;
03/01/2023 15:00;0;1384;
03/01/2023 15:15;0;1383;
03/01/2023 15:30;0;1384;
03/01/2023 15:45;0;1383;
03/01/2023 16:00;0;1384;
03/01/2023 16:15;0;1384;
03/01/2023 16:30;0;1384;
03/01/2023 16:45;0;1384;
03/01/2023 17:00;0;1384;
03/01/2023 17:15;0;1384;
03/01/2023 17:30;0;1383;
03/01/2023 17:45;0;1384;
03/01/2023 18:00;0;1383;
03/01/2023 18:15;0;1383;
03/01/2023 18:30;0;1383;
03/01/2023 18:45;0;1383;
03/01/2023 19:00;0;1384;
03/01/2023 19:15;0;1383;
03/01/2023 19:30;0;1383;
03/01/2023 19:45;0;1383;
03/01/2023 20:00;0;1384;
03/01/2023 20:15;0;1384;
03/01/2023 20:30;0;1383;
03/01/2023 20:45;0;1384;
03/01/2023 21:00;0;1382;
03/01/2023 21:15;0;1384;
03/01/2023 21:30;0;1383;
03/01/2023 21:45;0;1384;
03/01/2023 22:00;0;1384;
03/01/2023 22:15;0;1384;
03/01/2023 22:30;0;1384;
03/01/2023 22:45;0;1385;
03/01/2023 23:00;0;1384;
03/01/2023 23:15;0;1384;
03/01/2023 23:30;0;1384;
03/01/2023 23:45;0;1384;
04/01/2023 00:00;0;1384;
04/01/2023 00:15;0;1384;
04/01/2023 00:30;0;1384;
04/01/2023 00:45;0;1385;
04/01/2023 01:00;0;1385;
04/01/2023 01:15;0;1385;
04/01/2023 01:30;0;1386;
04/01/2023 01:45;0;1386;
04/01/2023 02:00;0;1388;
04/01/2023 02:15;0;1388;
04/01/2023 02:30;0;1388;
04/01/2023 02:45;0;1388;
04/01/2023 03:00;0;1389;
04/01/2023 03:15;0;1390;
04/01/2023 03:30;0;1390;
04/01/2023 03:45;0;1390;
04/01/2023 04:00;0;1390;
04/01/2023 04:15;0;1390;
04/01/2023 04:30;0;1390;
04/01/2023 04:45;0;1390;
04/01/2023 05:00;0;1390;
04/01/2023 05:15;0;1391;
04/01/2023 05:30;0;1391;
04/01/2023 05:45;0;1391;
04/01/2023 06:00;0;1391;
04/01/2023 06:15;0;1391;
04/01/2023 06:30;0;1391;
04/01/2023 06:45;0;1391;
04/01/2023 07:00;0;1391;
04/01/2023 07:15;0;1391;
04/01/2023 07:30;0;1391;
04/01/2023 07:45;0;1391;
04/01/2023 08:00;0;1391;
04/01/2023 08:15;0;1391;
04/01/2023 08:30;0;1392;
04/01/2023 08:45;0;1392;
04/01/2023 09:00;0;1391;
04/01/2023 09:15;0;1392;
04/01/2023 09:30;0;1392;
04/01/2023 09:45;0;1393;
04/01/2023 10:00;0;1393;
04/01/2023 10:15;0;1393;
04/01/2023 10:30;0;1393;
04/01/2023 10:45;0;1392;
04/01/2023 11:00;0;1393;
04/01/2023 11:15;0;1393;
04/01/2023 11:30;0;1394;
04/01/2023 11:45;0;1394;
04/01/2023 12:00;0;1393;
04/01/2023 12:15;0;1394;
04/01/2023 12:30;0;1393;
04/01/2023 12:45;0;1393;
04/01/2023 13:00;0;1394;
04/01/2023 13:15;0;1394;
04/01/2023 13:30;0;1394;
04/01/2023 13:45;0;1394;
04/01/2023 14:00;0;1394;
04/01/2023 14:15;0;1394;
04/01/2023 14:30;0;1394;
04/01/2023 14:45;0;1394;
04/01/2023 15:00;0;1394;
04/01/2023 15:15;0;1394;
04/01/2023 15:30;0;1395;
04/01/2023 15:45;0;1394;
04/01/2023 16:00;0;1394;
04/01/2023 16:15;0;1394;
04/01/2023 16:30;0;1394;
04/01/2023 16:45;0;1394;
04/01/2023 17:00;0;1393;
04/01/2023 17:15;0;1394;
04/01/2023 17:30;0;1394;
04/01/2023 17:45;0;1394;
04/01/2023 18:00;0;1393;
04/01/2023 18:15;0;1393;
04/01/2023 18:30;0;1393;
04/01/2023 18:45;0;1393;
04/01/2023 19:00;0;1394;
04/01/2023 19:15;0;1393;
04/01/2023 19:30;0;1392;
04/01/2023 19:45;0;1391;
04/01/2023 20:00;0;1393;
04/01/2023 20:15;0;1392;
04/01/2023 20:30;0;1391;
04/01/2023 20:45;0;1391;
04/01/2023 21:00;0;1393;
04/01/2023 21:15;0;1393;
04/01/2023 21:30;0;1393;
04/01/2023 21:45;0;1393;
04/01/2023 22:00;0;1393;
04/01/2023 22:15;0;1393;
04/01/2023 22:30;0;1392;
04/01/2023 22:45;0;1391;
04/01/2023 23:00;0,2;1393;
04/01/2023 23:15;0;1393;
04/01/2023 23:30;0;1394;
04/01/2023 23:45;0,2;1394;
05/01/2023 00:00;3;1394;
05/01/2023 00:15;2,4;1393;
05/01/2023 00:30;0,2;1394;
05/01/2023 00:45;0,4;1393;
05/01/2023 01:00;0,6;1393;
05/01/2023 01:15;0,4;1392;
05/01/2023 01:30;0,6;1394;
05/01/2023 01:45;0,2;1393;
05/01/2023 02:00;0;1393;
05/01/2023 02:15;0;1393;
05/01/2023 02:30;0;1393;
05/01/2023 02:45;0,2;1393;
05/01/2023 03:00;0;1394;
05/01/2023 03:15;0;1393;
05/01/2023 03:30;0;1393;
05/01/2023 03:45;0;1394;
05/01/2023 04:00;0;1395;
05/01/2023 04:15;0;1394;
05/01/2023 04:30;0;1394;
05/01/2023 04:45;8,6;1394;
05/01/2023 05:00;5,2;1394;
05/01/2023 05:15;2,2;1394;
05/01/2023 05:30;6,2;1394;
05/01/2023 05:45;1,2;1396;
05/01/2023 06:00;4,2;1395;
05/01/2023 06:15;2;1396;
05/01/2023 06:30;0,8;1397;
05/01/2023 06:45;0,2;1397;
05/01/2023 07:00;1;1400;
05/01/2023 07:15;1;1401;
05/01/2023 07:30;1,2;1401;
05/01/2023 07:45;2;1402;
05/01/2023 08:00;0,8;1403;
05/01/2023 08:15;0,8;1404;
05/01/2023 08:30;1,8;1404;
05/01/2023 08:45;1,2;1404;
05/01/2023 09:00;0,4;1404;
05/01/2023 09:15;0;1405;
05/01/2023 09:30;0;1404;
05/01/2023 09:45;0;1404;
05/01/2023 10:00;0,4;1404;
05/01/2023 10:15;0;1405;
05/01/2023 10:30;0;1407;
05/01/2023 10:45;0;1407;
05/01/2023 11:00;0;1407;
05/01/2023 11:15;0;1407;
05/01/2023 11:30;0;1408;
05/01/2023 11:45;0;1407;
05/01/2023 12:00;0,2;1408;
05/01/2023 12:15;0,2;1407;
05/01/2023 12:30;0;1407;
05/01/2023 12:45;0;1407;
05/01/2023 13:00;0;1407;
05/01/2023 13:15;0;1407;
05/01/2023 13:30;0;1407;
05/01/2023 13:45;0;1406;
05/01/2023 14:00;0;1405;
05/01/2023 14:15;0;1405;
05/01/2023 14:30;0;1405;
05/01/2023 14:45;0;1404;
05/01/2023 15:00;0;1404;
05/01/2023 15:15;0;1404;
05/01/2023 15:30;0;1404;
05/01/2023 15:45;0;1403;
05/01/2023 16:00;0;1403;
05/01/2023 16:15;0;1404;
05/01/2023 16:30;0;1404;
05/01/2023 16:45;0;1403;
05/01/2023 17:00;0;1403;
05/01/2023 17:15;0;1404;
05/01/2023 17:30;0;1403;
05/01/2023 17:45;0;1404;
05/01/2023 18:00;0;1403;
05/01/2023 18:15;0;1404;
05/01/2023 18:30;0;1404;
05/01/2023 18:45;0;1403;
05/01/2023 19:00;0;1403;
05/01/2023 19:15;0;1403;
05/01/2023 19:30;0;1402;
05/01/2023 19:45;0;1402;
05/01/2023 20:00;0;1402;
05/01/2023 20:15;0;1401;
05/01/2023 20:30;0;1401;
05/01/2023 20:45;0;1401;
05/01/2023 21:00;0;1401;
05/01/2023 21:15;0;1400;
05/01/2023 21:30;0;1400;
05/01/2023 21:45;0;1400;
05/01/2023 22:00;0;1400;
05/01/2023 22:15;0;1400;
05/01/2023 22:30;0;1398;
05/01/2023 22:45;0;1398;
05/01/2023 23:00;0;1398;
05/01/2023 23:15;0;1399;
05/01/2023 23:30;0;1398;
05/01/2023 23:45;0;1399;
06/01/2023 00:00;0;1398;
06/01/2023 00:15;0;1398;
06/01/2023 00:30;0;1398;
06/01/2023 00:45;0;1398;
06/01/2023 01:00;0;1398;
06/01/2023 01:15;0;1398;
06/01/2023 01:30;0;1398;
06/01/2023 01:45;0;1398;
06/01/2023 02:00;0;1398;
06/01/2023 02:15;0;1398;
06/01/2023 02:30;0;1398;
06/01/2023 02:45;0;1397;
06/01/2023 03:00;0;1397;
06/01/2023 03:15;0;1397;
06/01/2023 03:30;0;1397;
06/01/2023 03:45;0;1397;
06/01/2023 04:00;0;1397;
06/01/2023 04:15;0;1397;
06/01/2023 04:30;0;1397;
06/01/2023 04:45;0;1397;
06/01/2023 05:00;0;1397;
06/01/2023 05:15;0;1397;
06/01/2023 05:30;0;1397;
06/01/2023 05:45;0;1397;
06/01/2023 06:00;0;1397;
06/01/2023 06:15;0;1397;
06/01/2023 06:30;0;1397;
06/01/2023 06:45;0;1397;
06/01/2023 07:00;0;1397;
06/01/2023 07:15;0;1397;
06/01/2023 07:30;0;1397;
06/01/2023 07:45;0;1397;
06/01/2023 08:00;0;1397;
06/01/2023 08:15;0;1398;
06/01/2023 08:30;0;1398;
06/01/2023 08:45;0;1398;
06/01/2023 09:00;0;1398;
06/01/2023 09:15;0;1398;
06/01/2023 09:30;0;1398;
06/01/2023 09:45;0;1398;
06/01/2023 10:00;0;1397;
06/01/2023 10:15;0;1399;
06/01/2023 10:30;0;1398;
06/01/2023 10:45;0,2;1398;
06/01/2023 11:00;0;1399;
06/01/2023 11:15;0;1398;
06/01/2023 11:30;0;1399;
06/01/2023 11:45;0;1399;
06/01/2023 12:00;0;1398;
06/01/2023 12:15;0;1400;
06/01/2023 12:30;0;1401;
06/01/2023 12:45;0;1399;
06/01/2023 13:00;0;1400;
06/01/2023 13:15;0;1400;
06/01/2023 13:30;0;1400;
06/01/2023 13:45;0;1400;
06/01/2023 14:00;0;1400;
06/01/2023 14:15;0;1399;
06/01/2023 14:30;0;1399;
06/01/2023 14:45;0;1398;
06/01/2023 15:00;0;1398;
06/01/2023 15:15;0;1398;
06/01/2023 15:30;0;1399;
06/01/2023 15:45;0;1398;
06/01/2023 16:00;0;1398;
06/01/2023 16:15;0;1398;
06/01/2023 16:30;0;1400;
06/01/2023 16:45;0;1398;
06/01/2023 17:00;0;1396;
06/01/2023 17:15;0;1386;
06/01/2023 17:30;0;1394;
06/01/2023 17:45;0;1389;
06/01/2023 18:00;0;1382;
06/01/2023 18:15;0;1391;
06/01/2023 18:30;0;1388;
06/01/2023 18:45;0;1391;
06/01/2023 19:00;0;1395;
06/01/2023 19:15;0;1396;
06/01/2023 19:30;0;1393;
06/01/2023 19:45;0;1391;
06/01/2023 20:00;0;1397;
06/01/2023 20:15;0;1399;
06/01/2023 20:30;0;1398;
06/01/2023 20:45;0;1401;
06/01/2023 21:00;0;1400;
06/01/2023 21:15;0;1396;
06/01/2023 21:30;0,2;1395;
06/01/2023 21:45;0;1391;
06/01/2023 22:00;0,2;1388;
06/01/2023 22:15;0;1388;
06/01/2023 22:30;0;1390;
06/01/2023 22:45;0;1391;
06/01/2023 23:00;0;1391;
06/01/2023 23:15;0;1393;
06/01/2023 23:30;0;1393;
06/01/2023 23:45;0;1393;
07/01/2023 00:00;0;1393;
07/01/2023 00:15;0;1392;
07/01/2023 00:30;0;1391;
07/01/2023 00:45;0;1390;
07/01/2023 01:00;0;1390;
07/01/2023 01:15;0;1390;
07/01/2023 01:30;0;1390;
07/01/2023 01:45;0;1391;
07/01/2023 02:00;0;1393;
07/01/2023 02:15;0;1393;
07/01/2023 02:30;0;1394;
07/01/2023 02:45;0;1395;
07/01/2023 03:00;0;1396;
07/01/2023 03:15;0,4;1396;
07/01/2023 03:30;0;1396;
07/01/2023 03:45;0;1396;
07/01/2023 04:00;0,2;1395;
07/01/2023 04:15;0,2;1396;
07/01/2023 04:30;0,8;1395;
07/01/2023 04:45;1;1395;
07/01/2023 05:00;1;1396;
07/01/2023 05:15;1;1396;
07/01/2023 05:30;0,6;1395;
07/01/2023 05:45;0,6;1397;
07/01/2023 06:00;0,4;1395;
07/01/2023 06:15;0,8;1397;
07/01/2023 06:30;0,6;1398;
07/01/2023 06:45;0,6;1398;
07/01/2023 07:00;0,4;1400;
07/01/2023 07:15;0,4;1400;
07/01/2023 07:30;0,2;1400;
07/01/2023 07:45;0,4;1400;
07/01/2023 08:00;0;1400;
07/01/2023 08:15;0,2;1401;
07/01/2023 08:30;0,2;1400;
07/01/2023 08:45;0,2;1401;
07/01/2023 09:00;0;1401;
07/01/2023 09:15;0;1401;
07/01/2023 09:30;0;1401;
07/01/2023 09:45;0;1401;
07/01/2023 10:00;0;1401;
07/01/2023 10:15;0;1402;
07/01/2023 10:30;0;1402;
07/01/2023 10:45;0;1402;
07/01/2023 11:00;0;1401;
07/01/2023 11:15;0;1401;
07/01/2023 11:30;0;1403;
07/01/2023 11:45;0;1403;
07/01/2023 12:00;0;1403;
07/01/2023 12:15;0;1400;
07/01/2023 12:30;0;1400;
07/01/2023 12:45;0,2;1400;
07/01/2023 13:00;0;1400;
07/01/2023 13:15;0;1401;
07/01/2023 13:30;0;1401;
07/01/2023 13:45;0;1397;
07/01/2023 14:00;0;1403;
07/01/2023 14:15;0;1402;
07/01/2023 14:30;0;1402;
07/01/2023 14:45;0;1396;
07/01/2023 15:00;0;1403;
07/01/2023 15:15;0;1403;
07/01/2023 15:30;0;1400;
07/01/2023 15:45;0;1401;
07/01/2023 16:00;0,6;1402;
07/01/2023 16:15;2,8;1403;
07/01/2023 16:30;0,8;1401;
07/01/2023 16:45;0;1403;
07/01/2023 17:00;0;1402;
07/01/2023 17:15;0;1402;
07/01/2023 17:30;0;1403;
07/01/2023 17:45;0;1407;
07/01/2023 18:00;0;1400;
07/01/2023 18:15;0;1400;
07/01/2023 18:30;0;1403;
07/01/2023 18:45;0;1402;
07/01/2023 19:00;0;1402;
07/01/2023 19:15;0;1396;
07/01/2023 19:30;0;1396;
07/01/2023 19:45;0;1394;
07/01/2023 20:00;0;1398;
07/01/2023 20:15;0;1394;
07/01/2023 20:30;0;1395;
07/01/2023 20:45;0;1399;
