Data-Hora;Nivel_Sensor(cm);Nivel_Display(cm);Chuva(mm);Chuva_Acum_Datalogger(mm);Temp_H2O;Press_Atm(mb);Temp_Int(C);Bateria(V);OffSet(cm);vazao(m3_s)
01/10/2023 00:00:00;234.00;;0.00;;;;;;;75.99
01/10/2023 01:00:00;234.00;;0.00;;;;;;;75.99
01/10/2023 02:00:00;243.00;;0.00;;;;;;;80.96
01/10/2023 03:00:00;269.00;;0.00;;;;;;;95.87
01/10/2023 04:00:00;291.00;;0.00;;;;;;;109.08
01/10/2023 05:00:00;300.00;;0.00;;;;;;;114.63
01/10/2023 06:00:00;302.00;;0.00;;;;;;;115.88
01/10/2023 07:00:00;297.00;;0.00;;;;;;;112.77
01/10/2023 08:00:00;290.00;;0.00;;;;;;;108.47
01/10/2023 09:00:00;280.00;;0.00;;;;;;;102.41
01/10/2023 10:00:00;269.00;;0.00;;;;;;;95.87
01/10/2023 11:00:00;257.00;;0.00;;;;;;;88.89
01/10/2023 12:00:00;248.00;;0.00;;;;;;;83.77
01/10/2023 13:00:00;239.00;;0.00;;;;;;;78.74
01/10/2023 14:00:00;230.00;;0.00;;;;;;;73.26
01/10/2023 15:00:00;230.00;;0.00;;;;;;;73.26
01/10/2023 16:00:00;233.00;;0.00;;;;;;;75.44
01/10/2023 17:00:00;233.00;;0.00;;;;;;;75.44
01/10/2023 18:00:00;233.00;;0.00;;;;;;;75.44
01/10/2023 19:00:00;233.00;;0.00;;;;;;;75.44
01/10/2023 22:00:00;233.00;;0.00;;;;;;;75.44
01/10/2023 23:00:00;236.00;;4.20;;;;;;;77.08
02/10/2023 00:00:00;236.00;;0.39;;;;;;;77.08
02/10/2023 01:00:00;235.00;;0.20;;;;;;;76.53
02/10/2023 02:00:00;235.00;;0.40;;;;;;;76.53
02/10/2023 03:00:00;239.00;;1.80;;;;;;;78.74
02/10/2023 04:00:00;254.00;;0.00;;;;;;;87.18
02/10/2023 05:00:00;273.00;;;;;;;;;98.23
06/10/2023 16:00:00;248.00;;0.00;;;;;;;83.77
06/10/2023 17:00:00;243.00;;0.00;;;;;;;80.96
06/10/2023 18:00:00;240.00;;0.00;;;;;;;79.29
06/10/2023 19:00:00;238.00;;0.00;;;;;;;78.19
06/10/2023 20:00:00;236.00;;0.00;;;;;;;77.08
06/10/2023 21:00:00;236.00;;1.00;;;;;;;77.08
06/10/2023 23:00:00;267.00;;0.00;;;;;;;94.70
07/10/2023 00:00:00;318.00;;1.60;;;;;;;125.99
07/10/2023 01:00:00;347.00;;0.60;;;;;;;145.04
07/10/2023 02:00:00;363.00;;0.00;;;;;;;163.99
07/10/2023 03:00:00;370.00;;0.00;;;;;;;172.47
07/10/2023 04:00:00;374.00;;0.00;;;;;;;177.37
07/10/2023 05:00:00;375.00;;0.00;;;;;;;178.59
07/10/2023 06:00:00;372.00;;0.00;;;;;;;174.91
07/10/2023 07:00:00;364.00;;0.00;;;;;;;165.20
07/10/2023 08:00:00;351.00;;0.00;;;;;;;149.72
07/10/2023 09:00:00;336.00;;0.00;;;;;;;137.68
07/10/2023 10:00:00;319.00;;0.00;;;;;;;126.63
07/10/2023 11:00:00;302.00;;0.00;;;;;;;115.88
07/10/2023 12:00:00;285.00;;0.00;;;;;;;105.43
07/10/2023 13:00:00;269.00;;0.00;;;;;;;95.87
07/10/2023 14:00:00;257.00;;0.00;;;;;;;88.89
07/10/2023 15:00:00;246.00;;0.00;;;;;;;82.64
07/10/2023 16:00:00;239.00;;0.00;;;;;;;78.74
07/10/2023 17:00:00;241.00;;0.00;;;;;;;79.85
07/10/2023 18:00:00;248.00;;0.39;;;;;;;83.77
07/10/2023 19:00:00;249.00;;0.00;;;;;;;84.33
07/10/2023 21:00:00;249.00;;0.00;;;;;;;84.33
07/10/2023 22:00:00;248.00;;0.00;;;;;;;83.77
07/10/2023 23:00:00;248.00;;0.00;;;;;;;83.77
08/10/2023 00:00:00;247.00;;0.00;;;;;;;83.20
08/10/2023 01:00:00;251.00;;0.00;;;;;;;84.90
08/10/2023 02:00:00;276.00;;0.00;;;;;;;100.02
08/10/2023 03:00:00;308.00;;0.00;;;;;;;119.64
08/10/2023 04:00:00;324.00;;0.00;;;;;;;129.85
08/10/2023 05:00:00;328.00;;0.00;;;;;;;132.45
08/10/2023 06:00:00;325.00;;0.00;;;;;;;130.50
08/10/2023 07:00:00;317.00;;0.00;;;;;;;125.35
08/10/2023 08:00:00;307.00;;0.00;;;;;;;119.01
08/10/2023 09:00:00;295.00;;0.00;;;;;;;111.54
08/10/2023 10:00:00;281.00;;0.00;;;;;;;103.01
08/10/2023 11:00:00;270.00;;0.00;;;;;;;96.46
08/10/2023 12:00:00;259.00;;0.00;;;;;;;90.05
08/10/2023 13:00:00;251.00;;0.00;;;;;;;84.90
08/10/2023 14:00:00;243.00;;0.00;;;;;;;80.96
08/10/2023 15:00:00;239.00;;0.00;;;;;;;78.74
08/10/2023 16:00:00;238.00;;0.00;;;;;;;78.19
08/10/2023 17:00:00;237.00;;0.00;;;;;;;77.63
08/10/2023 18:00:00;240.00;;0.00;;;;;;;79.29
08/10/2023 19:00:00;242.00;;0.00;;;;;;;80.40
08/10/2023 21:00:00;241.00;;0.00;;;;;;;79.85
08/10/2023 22:00:00;239.00;;0.00;;;;;;;78.74
08/10/2023 23:00:00;238.00;;0.00;;;;;;;78.19
09/10/2023 00:00:00;237.00;;0.00;;;;;;;77.63
09/10/2023 01:00:00;241.00;;0.00;;;;;;;79.85
09/10/2023 02:00:00;273.00;;0.00;;;;;;;98.23
09/10/2023 03:00:00;315.00;;0.00;;;;;;;124.08
09/10/2023 04:00:00;336.00;;0.00;;;;;;;137.68
09/10/2023 05:00:00;346.00;;0.00;;;;;;;144.31
09/10/2023 06:00:00;347.00;;0.00;;;;;;;145.04
09/10/2023 07:00:00;342.00;;0.00;;;;;;;141.64
09/10/2023 08:00:00;332.00;;0.00;;;;;;;135.05
09/10/2023 09:00:00;321.00;;0.00;;;;;;;127.92
09/10/2023 10:00:00;308.00;;0.00;;;;;;;119.64
09/10/2023 11:00:00;294.00;;0.00;;;;;;;110.92
09/10/2023 12:00:00;280.00;;0.00;;;;;;;102.41
09/10/2023 13:00:00;268.00;;0.00;;;;;;;95.28
09/10/2023 14:00:00;255.00;;0.00;;;;;;;87.18
09/10/2023 15:00:00;249.00;;0.00;;;;;;;84.33
09/10/2023 16:00:00;240.00;;0.00;;;;;;;79.29
09/10/2023 17:00:00;237.00;;0.00;;;;;;;77.63
09/10/2023 18:00:00;240.00;;0.00;;;;;;;79.29
09/10/2023 19:00:00;242.00;;0.00;;;;;;;80.40
09/10/2023 21:00:00;243.00;;0.00;;;;;;;80.96
09/10/2023 22:00:00;257.00;;0.00;;;;;;;88.89
09/10/2023 23:00:00;300.00;;0.00;;;;;;;114.63
10/10/2023 00:00:00;332.00;;0.00;;;;;;;135.05
10/10/2023 01:00:00;348.00;;0.00;;;;;;;146.21
10/10/2023 02:00:00;352.00;;0.00;;;;;;;150.90
10/10/2023 03:00:00;351.00;;0.00;;;;;;;149.72
10/10/2023 04:00:00;349.00;;0.00;;;;;;;147.37
10/10/2023 05:00:00;346.00;;0.00;;;;;;;144.31
10/10/2023 06:00:00;341.00;;0.00;;;;;;;140.98
10/10/2023 07:00:00;332.00;;0.00;;;;;;;135.05
10/10/2023 08:00:00;320.00;;0.00;;;;;;;127.28
10/10/2023 09:00:00;307.00;;0.00;;;;;;;119.01
10/10/2023 10:00:00;292.00;;0.00;;;;;;;109.69
10/10/2023 11:00:00;278.00;;0.00;;;;;;;101.21
10/10/2023 12:00:00;266.00;;0.00;;;;;;;94.11
10/10/2023 13:00:00;254.00;;0.00;;;;;;;87.18
10/10/2023 14:00:00;240.00;;0.00;;;;;;;79.29
10/10/2023 15:00:00;241.00;;0.00;;;;;;;79.85
10/10/2023 16:00:00;232.00;;0.00;;;;;;;74.35
10/10/2023 17:00:00;229.00;;0.00;;;;;;;73.26
10/10/2023 18:00:00;232.00;;0.00;;;;;;;74.35
10/10/2023 19:00:00;234.00;;0.00;;;;;;;75.99
10/10/2023 22:00:00;236.00;;0.00;;;;;;;77.08
10/10/2023 23:00:00;236.00;;0.00;;;;;;;77.08
11/10/2023 00:00:00;240.00;;0.00;;;;;;;79.29
11/10/2023 01:00:00;251.00;;0.00;;;;;;;84.90
11/10/2023 02:00:00;277.00;;0.00;;;;;;;100.61
11/10/2023 03:00:00;301.00;;0.00;;;;;;;115.26
11/10/2023 04:00:00;312.00;;0.00;;;;;;;122.17
11/10/2023 05:00:00;315.00;;0.00;;;;;;;124.08
11/10/2023 06:00:00;312.00;;0.00;;;;;;;122.17
11/10/2023 07:00:00;304.00;;0.00;;;;;;;117.13
11/10/2023 08:00:00;294.00;;0.00;;;;;;;110.92
11/10/2023 09:00:00;282.00;;0.00;;;;;;;103.61
11/10/2023 10:00:00;270.00;;0.00;;;;;;;96.46
11/10/2023 11:00:00;259.00;;0.00;;;;;;;90.05
11/10/2023 12:00:00;249.00;;0.00;;;;;;;84.33
11/10/2023 13:00:00;239.00;;0.00;;;;;;;78.74
11/10/2023 14:00:00;229.00;;0.00;;;;;;;73.26
11/10/2023 15:00:00;226.00;;0.00;;;;;;;71.11
11/10/2023 16:00:00;224.00;;0.00;;;;;;;70.57
11/10/2023 17:00:00;222.00;;0.00;;;;;;;69.50
11/10/2023 18:00:00;226.00;;0.00;;;;;;;71.11
11/10/2023 19:00:00;230.00;;0.00;;;;;;;73.26
11/10/2023 22:00:00;234.00;;0.00;;;;;;;75.99
11/10/2023 23:00:00;235.00;;0.00;;;;;;;76.53
12/10/2023 00:00:00;235.00;;0.00;;;;;;;76.53
12/10/2023 01:00:00;244.00;;0.00;;;;;;;81.52
12/10/2023 02:00:00;281.00;;0.00;;;;;;;103.01
12/10/2023 03:00:00;312.00;;0.00;;;;;;;122.17
12/10/2023 04:00:00;323.00;;0.00;;;;;;;129.21
