Data-Hora;Nivel_Sensor(cm);Nivel_Display(cm);Chuva(mm);Chuva_Acum_Datalogger(mm);Temp_H2O;Press_Atm(mb);Temp_Int(C);Bateria(V);OffSet(cm);vazao(m3_s)
01/05/2023 00:00:00;159.00;;2.00;;;;;;;9.43
01/05/2023 01:00:00;159.00;;0.20;;;;;;;9.43
01/05/2023 02:00:00;159.00;;0.00;;;;;;;9.43
01/05/2023 03:00:00;158.00;;0.00;;;;;;;9.06
01/05/2023 04:00:00;159.00;;0.00;;;;;;;9.43
01/05/2023 05:00:00;159.00;;0.00;;;;;;;9.43
01/05/2023 06:00:00;151.00;;0.00;;;;;;;6.67
01/05/2023 07:00:00;139.00;;0.00;;;;;;;3.41
01/05/2023 08:00:00;136.00;;0.00;;;;;;;2.76
01/05/2023 09:00:00;137.00;;0.00;;;;;;;2.97
01/05/2023 10:00:00;141.00;;0.00;;;;;;;3.88
01/05/2023 11:00:00;145.00;;0.00;;;;;;;4.91
01/05/2023 12:00:00;148.00;;0.00;;;;;;;5.76
01/05/2023 13:00:00;150.00;;0.00;;;;;;;6.36
01/05/2023 14:00:00;151.00;;0.00;;;;;;;6.67
01/05/2023 15:00:00;152.00;;0.00;;;;;;;6.99
01/05/2023 16:00:00;153.00;;0.00;;;;;;;7.32
01/05/2023 17:00:00;154.00;;0.00;;;;;;;7.65
01/05/2023 18:00:00;156.00;;0.00;;;;;;;8.34
01/05/2023 19:00:00;156.00;;0.00;;;;;;;8.34
01/05/2023 20:00:00;155.00;;0.00;;;;;;;8.00
01/05/2023 21:00:00;154.00;;0.00;;;;;;;7.65
01/05/2023 22:00:00;152.00;;0.00;;;;;;;6.99
01/05/2023 23:00:00;149.00;;0.00;;;;;;;6.06
02/05/2023 00:00:00;144.00;;0.00;;;;;;;4.64
02/05/2023 01:00:00;139.00;;0.00;;;;;;;3.41
02/05/2023 02:00:00;134.00;;0.00;;;;;;;2.37
02/05/2023 03:00:00;130.00;;0.00;;;;;;;1.66
02/05/2023 04:00:00;127.00;;0.00;;;;;;;1.21
02/05/2023 05:00:00;123.00;;0.00;;;;;;;0.72
02/05/2023 06:00:00;121.00;;0.00;;;;;;;0.52
